주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6218.0,6448.0,6645.0,6739.0,6534.0,,,
영업이익,-100.0,158.0,183.0,47.0,-16.0,,,
영업이익(발표기준),-100.0,158.0,183.0,47.0,-16.0,,,
세전계속사업이익,-162.0,113.0,259.0,23.0,183.0,,,
당기순이익,-168.0,114.0,203.0,12.0,141.0,,,
당기순이익(지배),-168.0,114.0,203.0,12.0,141.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2984.0,3031.0,3294.0,3695.0,3803.0,,,
부채총계,2026.0,1920.0,1948.0,2356.0,2315.0,,,
자본총계,958.0,1111.0,1346.0,1339.0,1488.0,,,
자본총계(지배),958.0,1111.0,1346.0,1339.0,1488.0,,,
자본총계(비지배),,,,,,,,
자본금,358.0,358.0,358.0,358.0,358.0,,,
영업활동현금흐름,48.0,208.0,219.0,-3.0,213.0,,,
투자활동현금흐름,3.0,-125.0,1.0,-295.0,-110.0,,,
재무활동현금흐름,-32.0,-105.0,-226.0,300.0,-20.0,,,
CAPEX,19.0,122.0,88.0,36.0,98.0,,,
FCF,29.0,86.0,131.0,-39.0,115.0,,,
이자발생부채,1149.0,1044.0,817.0,1117.0,1097.0,,,
영업이익률,-1.6,2.45,2.76,0.69,-0.25,,,
순이익률,-2.7,1.76,3.06,0.18,2.16,,,
ROE(%),-15.51,10.99,16.54,0.88,9.96,,,
ROA(%),-5.38,3.78,6.42,0.34,3.76,,,
부채비율,211.4,172.82,144.72,175.95,155.52,,,
자본유보율,147.5,177.21,231.03,235.37,275.47,,,
EPS(원),-2340.0,1588.0,2837.0,165.0,1967.0,,,
PER(배),-3.12,7.9,6.13,74.37,5.57,,,
BPS(원),13387.0,15518.0,18802.0,18704.0,20790.0,,,
PBR(배),0.55,0.81,0.93,0.66,0.53,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),7160000.0,7160000.0,7160000.0,7160000.0,7160000.0,,,
