주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,59.0,105.0,116.0,100.0,62.0,,,
영업이익,-2.0,29.0,28.0,35.0,26.0,,,
영업이익(발표기준),-2.0,29.0,28.0,35.0,26.0,,,
세전계속사업이익,-5.0,35.0,-131.0,189.0,-45.0,,,
당기순이익,-5.0,35.0,-131.0,189.0,-45.0,,,
당기순이익(지배),-5.0,35.0,-131.0,189.0,-45.0,,,
당기순이익(비지배),,,,,,,,
자산총계,600.0,592.0,424.0,525.0,474.0,,,
부채총계,10.0,11.0,40.0,16.0,25.0,,,
자본총계,590.0,581.0,383.0,509.0,449.0,,,
자본총계(지배),590.0,581.0,383.0,509.0,449.0,,,
자본총계(비지배),,,,,,,,
자본금,760.0,760.0,760.0,760.0,760.0,,,
영업활동현금흐름,11.0,54.0,54.0,64.0,56.0,,,
투자활동현금흐름,3.0,-3.0,,-14.0,-5.0,,,
재무활동현금흐름,-46.0,-53.0,-53.0,-53.0,-53.0,,,
CAPEX,182.0,0.0,,,,,,
FCF,-171.0,54.0,54.0,64.0,56.0,,,
이자발생부채,,,,,,,,
영업이익률,-4.23,27.34,24.02,35.39,41.51,,,
순이익률,-9.13,32.98,-112.93,189.0,-72.77,,,
ROE(%),-0.88,5.92,-27.21,42.48,-9.49,,,
ROA(%),-0.87,5.81,-25.84,39.95,-9.1,,,
부채비율,1.7,1.9,10.48,3.18,5.66,,,
자본유보율,-20.55,-22.99,-47.24,-29.31,-42.29,,,
EPS(원),-35.0,228.0,-863.0,1247.0,-299.0,,,
PER(배),-129.89,15.8,-3.33,2.36,-9.65,,,
BPS(원),3883.0,3819.0,2522.0,3348.0,2952.0,,,
PBR(배),1.18,0.94,1.14,0.88,0.98,,,
현금DPS(원),330.0,352.0,351.0,352.0,353.0,,,
현금배당수익률,7.16,9.77,12.22,11.97,12.24,,,
현금배당성향(%),-929.29,154.47,-40.46,28.07,-117.06,,,
발행주식수(보통주),15200004.0,15200004.0,15200004.0,15200004.0,15200004.0,,,
