주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,15712.0,17284.0,20860.0,22400.0,24623.0,24727.0,26160.0,
영업이익,629.0,1137.0,1628.0,861.0,784.0,583.0,917.0,
영업이익(발표기준),625.0,1137.0,1628.0,861.0,784.0,,,
세전계속사업이익,634.0,1045.0,1488.0,631.0,880.0,,,
당기순이익,457.0,778.0,1121.0,421.0,604.0,,,
당기순이익(지배),193.0,349.0,529.0,155.0,317.0,,,
당기순이익(비지배),264.0,429.0,592.0,266.0,287.0,,,
자산총계,8735.0,11213.0,14361.0,17406.0,16936.0,,,
부채총계,5015.0,6751.0,8869.0,10606.0,9924.0,,,
자본총계,3719.0,4463.0,5492.0,6800.0,7012.0,,,
자본총계(지배),1821.0,2154.0,2635.0,2649.0,2853.0,,,
자본총계(비지배),1898.0,2308.0,2857.0,4151.0,4159.0,,,
자본금,200.0,200.0,200.0,200.0,200.0,,,
영업활동현금흐름,232.0,1124.0,418.0,843.0,958.0,,,
투자활동현금흐름,-729.0,-1102.0,-827.0,-672.0,-1855.0,,,
재무활동현금흐름,409.0,275.0,1294.0,569.0,-624.0,,,
CAPEX,302.0,318.0,425.0,545.0,349.0,,,
FCF,-70.0,806.0,-7.0,298.0,609.0,,,
이자발생부채,3035.0,4222.0,5791.0,6968.0,6382.0,,,
영업이익률,4.0,6.58,7.8,3.84,3.19,2.36,3.5,
순이익률,2.91,4.5,5.38,1.88,2.45,,,
ROE(%),11.1,17.55,22.09,5.88,11.52,,,
ROA(%),5.54,7.8,8.77,2.65,3.52,,,
부채비율,134.85,151.27,161.47,155.97,141.53,,,
자본유보율,1064.54,1215.67,1456.93,1468.55,1586.73,,,
EPS(원),482.0,872.0,1323.0,388.0,792.0,,,
PER(배),12.78,14.16,18.98,26.8,13.57,,,
BPS(원),4553.0,5386.0,6588.0,6636.0,7242.0,,,
PBR(배),1.35,2.29,3.81,1.57,1.48,,,
현금DPS(원),80.0,100.0,120.0,160.0,220.0,,,
현금배당수익률,1.3,0.81,0.48,1.54,2.05,,,
현금배당성향(%),16.6,11.46,9.07,41.18,27.34,,,
발행주식수(보통주),40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,,
