주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,23552.0,22080.0,11853.0,13342.0,15359.0,,,
영업이익,574.0,1328.0,-1279.0,198.0,589.0,,,
영업이익(발표기준),574.0,1430.0,-1669.0,128.0,589.0,,,
세전계속사업이익,-719.0,-791.0,-4313.0,-2367.0,-1348.0,,,
당기순이익,-603.0,-686.0,-5207.0,-3570.0,-1840.0,,,
당기순이익(지배),-603.0,-686.0,-5207.0,-3570.0,-1845.0,,,
당기순이익(비지배),,,,,5.0,,,
자산총계,49504.0,51331.0,42257.0,30300.0,28456.0,,,
부채총계,29350.0,31705.0,28114.0,19654.0,18802.0,,,
자본총계,20154.0,19626.0,14143.0,10647.0,9654.0,,,
자본총계(지배),20154.0,19626.0,14143.0,10647.0,8850.0,,,
자본총계(비지배),,,,,804.0,,,
자본금,28829.0,3996.0,4206.0,543.0,545.0,,,
영업활동현금흐름,-5018.0,-49.0,2150.0,-1005.0,553.0,,,
투자활동현금흐름,4007.0,-1668.0,977.0,5374.0,-423.0,,,
재무활동현금흐름,1234.0,1810.0,-3722.0,-4653.0,183.0,,,
CAPEX,331.0,266.0,175.0,64.0,58.0,,,
FCF,-5349.0,-315.0,1976.0,-1069.0,495.0,,,
이자발생부채,12712.0,12808.0,10191.0,6008.0,4408.0,,,
영업이익률,2.44,6.02,-10.79,1.49,3.84,,,
순이익률,-2.56,-3.11,-43.93,-26.76,-11.98,,,
ROE(%),-4.6,-3.45,-30.84,-28.8,-18.93,,,
ROA(%),-1.34,-1.36,-11.13,-9.84,-6.26,,,
부채비율,145.62,161.55,198.78,184.6,194.75,,,
자본유보율,-12.21,351.68,205.56,1649.98,1361.24,,,
EPS(원),-1349.0,-880.0,-6471.0,-4222.0,-2078.0,,,
PER(배),-13.19,-11.36,-0.79,-0.87,-1.42,,,
BPS(원),26000.0,25191.0,17490.0,12487.0,10323.0,,,
PBR(배),0.68,0.4,0.29,0.3,0.29,,,
현금DPS(원),0.0,100.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,1.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,-80.36,-4.99,0.0,0.0,,,
발행주식수(보통주),55185231.0,55185231.0,59385470.0,61112744.0,61584271.0,,,
