주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6825.0,7359.0,8397.0,8839.0,9603.0,10270.0,11010.0,11890.0
영업이익,714.0,519.0,436.0,259.0,390.0,360.0,500.0,770.0
영업이익(발표기준),714.0,519.0,436.0,259.0,390.0,,,
세전계속사업이익,740.0,537.0,478.0,276.0,361.0,350.0,490.0,750.0
당기순이익,580.0,305.0,357.0,261.0,354.0,250.0,370.0,570.0
당기순이익(지배),584.0,315.0,429.0,270.0,316.0,240.0,360.0,520.0
당기순이익(비지배),-4.0,-11.0,-73.0,-8.0,39.0,,,
자산총계,5790.0,6943.0,9445.0,11447.0,12135.0,12090.0,12230.0,12660.0
부채총계,1410.0,2388.0,3643.0,5401.0,5820.0,5730.0,5660.0,5710.0
자본총계,4380.0,4555.0,5802.0,6046.0,6315.0,6350.0,6570.0,6950.0
자본총계(지배),4337.0,4431.0,4801.0,4995.0,5194.0,5210.0,5400.0,5760.0
자본총계(비지배),43.0,124.0,1002.0,1051.0,1121.0,,,
자본금,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0
영업활동현금흐름,542.0,259.0,359.0,154.0,1039.0,830.0,1030.0,1270.0
투자활동현금흐름,-635.0,-1294.0,-1086.0,-1558.0,-730.0,-240.0,-280.0,-300.0
재무활동현금흐름,266.0,995.0,679.0,1592.0,-167.0,-460.0,-490.0,-470.0
CAPEX,190.0,460.0,951.0,1414.0,691.0,210.0,250.0,280.0
FCF,351.0,-201.0,-592.0,-1260.0,349.0,,,
이자발생부채,429.0,1444.0,2369.0,3969.0,3851.0,,,
영업이익률,10.46,7.06,5.19,2.93,4.06,3.5,4.54,6.48
순이익률,8.49,4.14,4.25,2.96,3.69,2.43,3.36,4.79
ROE(%),14.3,7.2,9.3,5.51,6.2,4.61,6.79,9.32
ROA(%),10.93,4.79,4.35,2.5,3.0,2.06,3.04,4.58
부채비율,32.21,52.42,62.78,89.35,92.15,90.24,86.15,82.16
자본유보율,1531.07,1573.33,1708.12,1781.67,1859.3,,,
EPS(원),5040.0,2722.0,3705.0,2328.0,2726.0,2071.0,3107.0,4488.0
PER(배),15.12,24.68,19.19,29.51,60.35,98.97,65.98,45.68
BPS(원),42019.0,42930.0,46515.0,48396.0,50329.0,50480.0,52321.0,55809.0
PBR(배),1.81,1.57,1.53,1.42,3.27,4.06,3.92,3.67
현금DPS(원),800.0,700.0,700.0,600.0,600.0,661.0,648.0,673.0
현금배당수익률,1.05,1.04,0.98,0.87,0.36,0.32,0.32,0.33
현금배당성향(%),14.14,22.9,16.83,22.96,19.61,0.32,0.21,0.15
발행주식수(보통주),11586575.0,11586575.0,11586575.0,11586575.0,11586575.0,,,
