주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,207.0,246.0,284.0,314.0,272.0,,,
영업이익,-63.0,-64.0,-36.0,-140.0,-249.0,,,
영업이익(발표기준),-63.0,-64.0,-36.0,-140.0,-249.0,,,
세전계속사업이익,-83.0,-64.0,3.0,-144.0,-233.0,,,
당기순이익,-84.0,-65.0,14.0,-156.0,-237.0,,,
당기순이익(지배),-84.0,-65.0,14.0,-156.0,-237.0,,,
당기순이익(비지배),,,,,,,,
자산총계,318.0,408.0,477.0,657.0,456.0,,,
부채총계,81.0,60.0,83.0,298.0,91.0,,,
자본총계,237.0,347.0,394.0,359.0,365.0,,,
자본총계(지배),237.0,347.0,394.0,359.0,365.0,,,
자본총계(비지배),,,,,,,,
자본금,112.0,156.0,161.0,162.0,212.0,,,
영업활동현금흐름,-23.0,-42.0,8.0,-124.0,-40.0,,,
투자활동현금흐름,99.0,-96.0,-9.0,-22.0,-4.0,,,
재무활동현금흐름,-47.0,152.0,25.0,252.0,-40.0,,,
CAPEX,2.0,7.0,20.0,21.0,4.0,,,
FCF,-26.0,-49.0,-13.0,-145.0,-44.0,,,
이자발생부채,27.0,8.0,12.0,221.0,15.0,,,
영업이익률,-30.55,-26.1,-12.79,-44.61,-91.5,,,
순이익률,-40.48,-26.36,4.98,-49.72,-87.33,,,
ROE(%),-33.15,-22.22,3.81,-41.44,-65.56,,,
ROA(%),-23.3,-17.89,3.2,-27.52,-42.64,,,
부채비율,34.2,17.38,20.92,83.14,24.89,,,
자본유보율,115.08,121.42,136.1,70.15,-3.98,,,
EPS(원),-649.0,-458.0,81.0,-889.0,-1318.0,,,
PER(배),-8.12,-16.55,121.42,-12.15,-4.49,,,
BPS(원),1812.0,2068.0,2275.0,2060.0,1740.0,,,
PBR(배),2.91,3.67,4.32,5.24,3.4,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),13258537.0,16965752.0,17513274.0,17581311.0,21174063.0,,,
