주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6132.0,6700.0,6835.0,6901.0,7713.0,,,
영업이익,228.0,337.0,272.0,227.0,173.0,,,
영업이익(발표기준),228.0,337.0,272.0,227.0,173.0,,,
세전계속사업이익,404.0,465.0,1119.0,349.0,867.0,,,
당기순이익,360.0,371.0,882.0,209.0,620.0,,,
당기순이익(지배),260.0,238.0,644.0,109.0,426.0,,,
당기순이익(비지배),99.0,133.0,238.0,100.0,194.0,,,
자산총계,8524.0,8999.0,9865.0,9702.0,9886.0,,,
부채총계,4500.0,4600.0,4651.0,4367.0,4111.0,,,
자본총계,4025.0,4398.0,5214.0,5335.0,5775.0,,,
자본총계(지배),2672.0,2811.0,3422.0,3492.0,3812.0,,,
자본총계(비지배),1353.0,1587.0,1792.0,1844.0,1963.0,,,
자본금,85.0,85.0,85.0,85.0,85.0,,,
영업활동현금흐름,479.0,529.0,358.0,545.0,307.0,,,
투자활동현금흐름,-134.0,-241.0,698.0,-621.0,52.0,,,
재무활동현금흐름,-344.0,-82.0,-261.0,-371.0,-327.0,,,
CAPEX,184.0,191.0,249.0,257.0,394.0,,,
FCF,295.0,338.0,109.0,288.0,-87.0,,,
이자발생부채,2582.0,2463.0,2285.0,2019.0,1791.0,,,
영업이익률,3.72,5.04,3.98,3.29,2.24,,,
순이익률,5.87,5.54,12.91,3.02,8.04,,,
ROE(%),10.2,8.68,20.67,3.16,11.67,,,
ROA(%),4.26,4.23,9.35,2.13,6.33,,,
부채비율,111.81,104.59,89.21,81.85,71.19,,,
자본유보율,3159.8,3378.67,4077.28,4151.56,4619.8,,,
EPS(원),1932.0,1765.0,4780.0,809.0,3162.0,,,
PER(배),8.46,14.22,5.13,19.28,5.09,,,
BPS(원),25640.0,26978.0,32841.0,33509.0,36584.0,,,
PBR(배),0.64,0.93,0.75,0.47,0.44,,,
현금DPS(원),400.0,400.0,400.0,450.0,450.0,,,
현금배당수익률,2.45,1.59,1.63,2.88,2.8,,,
현금배당성향(%),16.01,17.53,6.47,43.01,11.01,,,
발행주식수(보통주),13198611.0,13198611.0,13198611.0,13198611.0,13291151.0,,,
