주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1205.0,1224.0,1176.0,1207.0,1233.0,,,
영업이익,10.0,-14.0,21.0,40.0,26.0,,,
영업이익(발표기준),10.0,-14.0,21.0,40.0,26.0,,,
세전계속사업이익,5.0,-57.0,-17.0,18.0,21.0,,,
당기순이익,17.0,-69.0,-59.0,8.0,10.0,,,
당기순이익(지배),21.0,-69.0,-59.0,8.0,11.0,,,
당기순이익(비지배),-5.0,0.0,1.0,0.0,-1.0,,,
자산총계,1174.0,1175.0,1366.0,1295.0,1316.0,,,
부채총계,591.0,667.0,682.0,619.0,639.0,,,
자본총계,583.0,509.0,685.0,675.0,678.0,,,
자본총계(지배),583.0,508.0,683.0,675.0,677.0,,,
자본총계(비지배),0.0,1.0,2.0,0.0,0.0,,,
자본금,154.0,159.0,166.0,166.0,174.0,,,
영업활동현금흐름,-46.0,-1.0,-51.0,161.0,8.0,,,
투자활동현금흐름,-34.0,-6.0,-17.0,-49.0,-55.0,,,
재무활동현금흐름,0.0,4.0,67.0,-53.0,9.0,,,
CAPEX,17.0,24.0,12.0,19.0,26.0,,,
FCF,-63.0,-24.0,-63.0,142.0,-18.0,,,
이자발생부채,348.0,354.0,404.0,331.0,345.0,,,
영업이익률,0.87,-1.16,1.78,3.29,2.08,,,
순이익률,1.39,-5.65,-5.0,0.66,0.84,,,
ROE(%),3.75,-12.71,-9.98,1.14,1.62,,,
ROA(%),1.44,-5.89,-4.63,0.6,0.8,,,
부채비율,101.33,131.07,99.6,91.73,94.23,,,
자본유보율,286.99,229.07,181.73,183.32,173.93,,,
EPS(원),118.0,-384.0,-329.0,43.0,60.0,,,
PER(배),14.13,-5.62,-10.63,103.68,87.12,,,
BPS(원),3437.0,2995.0,3910.0,3917.0,3945.0,,,
PBR(배),0.48,0.72,0.89,1.13,1.34,,,
현금DPS(원),9.0,9.0,0.0,9.0,10.0,,,
현금배당수익률,0.51,0.41,0.0,0.21,0.18,,,
현금배당성향(%),6.75,-2.13,0.0,20.42,15.12,,,
발행주식수(보통주),18057107.0,18057107.0,18057107.0,18057107.0,18057107.0,,,
