주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2585.0,1921.0,2311.0,2858.0,4208.0,,,
영업이익,96.0,-293.0,73.0,81.0,129.0,,,
영업이익(발표기준),96.0,-293.0,69.0,81.0,129.0,,,
세전계속사업이익,-21.0,-367.0,40.0,23.0,-46.0,,,
당기순이익,-30.0,-374.0,37.0,21.0,-120.0,,,
당기순이익(지배),-30.0,-374.0,37.0,21.0,-120.0,,,
당기순이익(비지배),0.0,0.0,-1.0,0.0,0.0,,,
자산총계,2848.0,2647.0,2590.0,2775.0,3053.0,,,
부채총계,1572.0,1759.0,1673.0,1800.0,2211.0,,,
자본총계,1276.0,888.0,917.0,974.0,842.0,,,
자본총계(지배),1276.0,889.0,917.0,975.0,843.0,,,
자본총계(비지배),0.0,0.0,-1.0,-1.0,-1.0,,,
자본금,270.0,270.0,270.0,270.0,270.0,,,
영업활동현금흐름,-160.0,-147.0,-119.0,211.0,-34.0,,,
투자활동현금흐름,-70.0,-69.0,185.0,-84.0,-97.0,,,
재무활동현금흐름,172.0,92.0,9.0,-123.0,119.0,,,
CAPEX,5.0,21.0,9.0,6.0,3.0,,,
FCF,-166.0,-167.0,-128.0,205.0,-37.0,,,
이자발생부채,847.0,980.0,995.0,865.0,992.0,,,
영업이익률,3.69,-15.25,3.17,2.84,3.07,,,
순이익률,-1.15,-19.48,1.6,0.73,-2.86,,,
ROE(%),-2.28,-34.58,4.15,2.21,-13.21,,,
ROA(%),-1.08,-13.62,1.41,0.77,-4.13,,,
부채비율,123.21,197.99,182.57,184.81,262.57,,,
자본유보율,372.49,228.65,241.73,253.22,205.22,,,
EPS(원),-55.0,-693.0,69.0,39.0,-222.0,,,
PER(배),-9.26,-0.82,15.79,22.79,-4.63,,,
BPS(원),2546.0,1773.0,1830.0,1805.0,1560.0,,,
PBR(배),0.2,0.32,0.6,0.49,0.66,,,
현금DPS(원),15.0,0.0,25.0,20.0,0.0,,,
현금배당수익률,2.96,0.0,2.28,2.27,0.0,,,
현금배당성향(%),-25.62,0.0,0.41,51.95,-0.13,,,
발행주식수(보통주),53403640.0,53403640.0,53403640.0,53403640.0,53403640.0,,,
