주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,9159.0,10393.0,11935.0,14322.0,17144.0,18594.0,20528.0,22504.0
영업이익,515.0,521.0,669.0,703.0,862.0,935.0,1156.0,1336.0
영업이익(발표기준),515.0,521.0,669.0,703.0,862.0,,,
세전계속사업이익,151.0,346.0,728.0,180.0,115.0,388.0,773.0,924.0
당기순이익,121.0,160.0,522.0,56.0,100.0,272.0,577.0,670.0
당기순이익(지배),127.0,167.0,519.0,123.0,-14.0,212.0,534.0,629.0
당기순이익(비지배),-6.0,-6.0,3.0,-67.0,114.0,,,
자산총계,10992.0,12549.0,14176.0,25418.0,24601.0,25159.0,26268.0,27527.0
부채총계,7205.0,8637.0,9724.0,16213.0,16824.0,17357.0,18093.0,18744.0
자본총계,3786.0,3912.0,4452.0,9205.0,7777.0,7803.0,8174.0,8782.0
자본총계(지배),3722.0,3819.0,4211.0,3736.0,3080.0,3184.0,3558.0,4050.0
자본총계(비지배),64.0,93.0,241.0,5469.0,4697.0,,,
자본금,106.0,106.0,106.0,106.0,106.0,108.0,108.0,108.0
영업활동현금흐름,615.0,1395.0,1517.0,1878.0,1943.0,2346.0,2781.0,2819.0
투자활동현금흐름,-2076.0,-1812.0,-2273.0,-8354.0,-2859.0,-2145.0,-2182.0,-2151.0
재무활동현금흐름,490.0,586.0,1065.0,7054.0,360.0,33.0,19.0,-88.0
CAPEX,1596.0,1458.0,1919.0,1913.0,2782.0,2143.0,2069.0,2059.0
FCF,-981.0,-63.0,-403.0,-35.0,-839.0,-5.0,426.0,576.0
이자발생부채,3919.0,4676.0,5793.0,10709.0,10617.0,,,
영업이익률,5.62,5.01,5.61,4.91,5.03,5.03,5.63,5.94
순이익률,1.32,1.54,4.37,0.39,0.59,1.46,2.81,2.98
ROE(%),3.53,4.42,12.94,3.1,-0.41,6.77,15.84,16.55
ROA(%),1.15,1.36,3.91,0.28,0.4,1.09,2.24,2.49
부채비율,190.3,220.8,218.43,176.13,216.35,222.44,221.36,213.43
자본유보율,3480.72,3539.92,3948.38,3967.39,3873.67,,,
EPS(원),607.0,787.0,2455.0,583.0,-66.0,1002.0,2523.0,2974.0
PER(배),71.66,68.6,51.33,120.74,-1119.52,52.87,21.01,17.82
BPS(원),17591.0,18048.0,19899.0,17654.0,14554.0,15048.0,16812.0,19137.0
PBR(배),2.47,2.99,6.33,3.99,5.1,3.52,3.15,2.77
현금DPS(원),350.0,350.0,350.0,350.0,350.0,354.0,358.0,373.0
현금배당수익률,0.8,0.65,0.28,0.5,0.47,0.67,0.68,0.7
현금배당성향(%),58.4,44.46,14.26,60.03,-528.08,0.35,0.14,0.13
발행주식수(보통주),21161313.0,21161313.0,21161313.0,21161313.0,21161313.0,,,
