주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1197.0,1224.0,1238.0,1155.0,996.0,,,
영업이익,87.0,93.0,82.0,-60.0,21.0,,,
영업이익(발표기준),87.0,93.0,82.0,-60.0,21.0,,,
세전계속사업이익,40.0,58.0,117.0,-90.0,9.0,,,
당기순이익,24.0,49.0,88.0,-72.0,107.0,,,
당기순이익(지배),24.0,50.0,88.0,-72.0,108.0,,,
당기순이익(비지배),0.0,-1.0,0.0,0.0,0.0,,,
자산총계,2130.0,2099.0,2185.0,2039.0,2178.0,,,
부채총계,1614.0,1298.0,1150.0,1162.0,1182.0,,,
자본총계,515.0,801.0,1035.0,877.0,996.0,,,
자본총계(지배),516.0,799.0,1033.0,877.0,996.0,,,
자본총계(비지배),-1.0,2.0,2.0,0.0,-1.0,,,
자본금,239.0,414.0,469.0,479.0,483.0,,,
영업활동현금흐름,36.0,186.0,305.0,-100.0,7.0,,,
투자활동현금흐름,109.0,-92.0,-186.0,-152.0,-112.0,,,
재무활동현금흐름,-159.0,-71.0,-131.0,237.0,101.0,,,
CAPEX,96.0,140.0,177.0,258.0,170.0,,,
FCF,-60.0,47.0,128.0,-359.0,-163.0,,,
이자발생부채,1030.0,720.0,436.0,659.0,755.0,,,
영업이익률,7.28,7.62,6.59,-5.22,2.08,,,
순이익률,2.01,4.04,7.13,-6.28,10.78,,,
ROE(%),4.95,7.61,9.6,-7.56,11.48,,,
ROA(%),1.07,2.34,4.12,-3.43,5.09,,,
부채비율,313.19,162.04,111.15,132.52,118.7,,,
자본유보율,123.85,86.39,117.36,79.53,103.08,,,
EPS(원),50.0,72.0,101.0,-75.0,112.0,,,
PER(배),15.43,14.35,19.88,-17.57,8.75,,,
BPS(원),1185.0,998.0,1102.0,915.0,1032.0,,,
PBR(배),0.66,1.04,1.83,1.45,0.95,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),49544311.0,82778477.0,93736313.0,95840934.0,96570546.0,,,
