주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3154.0,2818.0,2500.0,2865.0,4316.0,,,
영업이익,-141.0,-361.0,-392.0,-140.0,207.0,,,
영업이익(발표기준),-141.0,-361.0,-392.0,-140.0,207.0,,,
세전계속사업이익,-51.0,-564.0,-1225.0,-725.0,244.0,,,
당기순이익,-58.0,-564.0,-1219.0,-725.0,273.0,,,
당기순이익(지배),-5.0,-422.0,-1069.0,-734.0,214.0,,,
당기순이익(비지배),-53.0,-142.0,-150.0,8.0,59.0,,,
자산총계,7642.0,8089.0,6305.0,4781.0,4548.0,,,
부채총계,4597.0,5382.0,4761.0,3726.0,2965.0,,,
자본총계,3044.0,2707.0,1544.0,1055.0,1584.0,,,
자본총계(지배),2438.0,2268.0,1248.0,741.0,1057.0,,,
자본총계(비지배),606.0,439.0,296.0,314.0,527.0,,,
자본금,655.0,655.0,666.0,666.0,748.0,,,
영업활동현금흐름,69.0,581.0,-21.0,-168.0,-349.0,,,
투자활동현금흐름,-392.0,-527.0,394.0,1036.0,501.0,,,
재무활동현금흐름,291.0,9.0,-407.0,-843.0,-180.0,,,
CAPEX,752.0,507.0,31.0,100.0,139.0,,,
FCF,-683.0,73.0,-51.0,-269.0,-488.0,,,
이자발생부채,3446.0,3397.0,3074.0,2322.0,1927.0,,,
영업이익률,-4.46,-12.82,-15.7,-4.88,4.79,,,
순이익률,-1.83,-20.02,-48.75,-25.31,6.33,,,
ROE(%),,-17.95,-60.78,-73.74,23.85,,,
ROA(%),,-7.17,-16.93,-13.08,5.86,,,
부채비율,151.02,198.83,308.3,353.29,187.23,,,
자본유보율,56.78,-12.79,-161.72,-110.81,-67.27,,,
EPS(원),-40.0,-3225.0,-8059.0,-5504.0,1534.0,,,
PER(배),-179.67,-1.49,-0.63,-0.74,17.12,,,
BPS(원),18645.0,17346.0,9384.0,5572.0,7078.0,,,
PBR(배),0.38,0.28,0.54,0.73,3.71,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),13102159.0,13102159.0,13328444.0,13328444.0,14958444.0,,,
