주요재무정보,2014/03,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1129.0,689.0,1294.0,1786.0,1835.0,,,
영업이익,-804.0,22.0,108.0,214.0,217.0,,,
영업이익(발표기준),-804.0,22.0,108.0,214.0,217.0,,,
세전계속사업이익,-812.0,20.0,101.0,205.0,214.0,,,
당기순이익,-864.0,24.0,104.0,239.0,202.0,,,
당기순이익(지배),-860.0,23.0,104.0,239.0,202.0,,,
당기순이익(비지배),-4.0,0.0,,,,,,
자산총계,8627.0,10015.0,12063.0,15768.0,18803.0,,,
부채총계,7916.0,8612.0,10581.0,14047.0,15885.0,,,
자본총계,711.0,1403.0,1482.0,1721.0,2917.0,,,
자본총계(지배),668.0,1403.0,1482.0,1721.0,2917.0,,,
자본총계(비지배),43.0,,,,,,,
자본금,1673.0,2371.0,2371.0,2371.0,3371.0,,,
영업활동현금흐름,-1366.0,-780.0,612.0,742.0,-1315.0,,,
투자활동현금흐름,-5.0,270.0,-595.0,142.0,-112.0,,,
재무활동현금흐름,1063.0,500.0,-23.0,-104.0,1146.0,,,
CAPEX,4.0,2.0,9.0,3.0,4.0,,,
FCF,,,,,,,,
이자발생부채,350.0,200.0,177.0,73.0,226.0,,,
영업이익률,-71.21,3.18,8.33,11.99,11.85,,,
순이익률,-76.56,3.47,8.06,13.37,11.02,,,
ROE(%),-212.4,2.26,7.23,14.91,8.72,,,
ROA(%),-8.55,0.26,0.95,1.72,1.17,,,
부채비율,1113.36,613.69,714.14,816.4,544.49,,,
자본유보율,-57.36,-40.72,-37.42,-27.34,-13.39,,,
EPS(원),-416.0,5.0,21.0,49.0,41.0,,,
PER(배),-1.05,73.83,26.57,13.6,12.44,,,
BPS(원),194.0,287.0,303.0,352.0,433.0,,,
PBR(배),2.26,1.34,1.87,1.89,1.17,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),344818520.0,488808036.0,488808036.0,488808036.0,674203406.0,,,
