주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1323.0,2225.0,2996.0,3304.0,4906.0,6370.0,6910.0,
영업이익,178.0,277.0,451.0,487.0,618.0,850.0,890.0,
영업이익(발표기준),193.0,327.0,542.0,612.0,818.0,,,
세전계속사업이익,171.0,341.0,109.0,621.0,676.0,,,
당기순이익,127.0,274.0,10.0,510.0,517.0,720.0,,
당기순이익(지배),88.0,195.0,-7.0,366.0,280.0,700.0,630.0,
당기순이익(비지배),40.0,79.0,18.0,144.0,236.0,,,
자산총계,2806.0,3782.0,4995.0,5676.0,7469.0,,,
부채총계,830.0,1487.0,2317.0,2485.0,3546.0,,,
자본총계,1976.0,2295.0,2678.0,3191.0,3922.0,,,
자본총계(지배),1788.0,1988.0,2151.0,2528.0,2938.0,,,
자본총계(비지배),189.0,307.0,528.0,663.0,984.0,,,
자본금,82.0,82.0,84.0,84.0,84.0,,,
영업활동현금흐름,134.0,292.0,265.0,253.0,683.0,,,
투자활동현금흐름,-99.0,-818.0,-857.0,-407.0,-663.0,,,
재무활동현금흐름,-15.0,564.0,691.0,222.0,229.0,,,
CAPEX,85.0,188.0,84.0,131.0,185.0,,,
FCF,49.0,104.0,181.0,122.0,498.0,,,
이자발생부채,524.0,973.0,1588.0,1946.0,1910.0,,,
영업이익률,13.48,12.46,15.05,14.75,12.6,13.34,12.88,
순이익률,9.62,12.34,0.35,15.43,10.53,11.3,,
ROE(%),5.02,10.33,-0.36,15.67,10.26,,,
ROA(%),4.64,8.33,0.24,9.56,7.86,,,
부채비율,42.01,64.79,86.51,77.88,90.42,,,
자본유보율,2088.86,2335.38,2477.56,2920.84,3437.57,,,
EPS(원),535.0,1190.0,-45.0,2188.0,1674.0,3850.0,3231.0,
PER(배),25.15,36.29,-1435.92,15.4,24.38,10.36,12.35,
BPS(원),10971.0,12204.0,12915.0,15180.0,17643.0,,,
PBR(배),1.23,3.54,5.03,2.22,2.31,,,
현금DPS(원),65.0,100.0,125.0,155.0,185.0,,,
현금배당수익률,0.48,0.23,0.19,0.46,0.45,,,
현금배당성향(%),12.08,8.35,-280.38,7.04,10.99,,,
발행주식수(보통주),16391930.0,16391930.0,16748936.0,16748936.0,16748936.0,,,
