주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2164.0,1431.0,1354.0,1046.0,1108.0,,,
영업이익,-56.0,-243.0,-128.0,-20.0,57.0,,,
영업이익(발표기준),-56.0,-243.0,-128.0,-20.0,57.0,,,
세전계속사업이익,65.0,-142.0,-181.0,180.0,227.0,,,
당기순이익,50.0,-146.0,-156.0,153.0,204.0,,,
당기순이익(지배),50.0,-146.0,-156.0,153.0,204.0,,,
당기순이익(비지배),,,,,,,,
자산총계,5036.0,5239.0,5164.0,4837.0,5589.0,,,
부채총계,1056.0,1109.0,1027.0,833.0,901.0,,,
자본총계,3981.0,4129.0,4137.0,4004.0,4688.0,,,
자본총계(지배),3981.0,4129.0,4137.0,4004.0,4688.0,,,
자본총계(비지배),,,,,,,,
자본금,66.0,66.0,66.0,66.0,66.0,,,
영업활동현금흐름,-207.0,48.0,-50.0,157.0,55.0,,,
투자활동현금흐름,41.0,54.0,-1.0,33.0,35.0,,,
재무활동현금흐름,168.0,-103.0,53.0,-178.0,-94.0,,,
CAPEX,14.0,21.0,32.0,37.0,35.0,,,
FCF,-222.0,27.0,-82.0,120.0,20.0,,,
이자발생부채,539.0,461.0,529.0,365.0,282.0,,,
영업이익률,-2.56,-16.99,-9.49,-1.9,5.19,,,
순이익률,2.32,-10.21,-11.54,14.66,18.41,,,
ROE(%),1.32,-3.61,-3.78,3.77,4.7,,,
ROA(%),1.03,-2.85,-3.0,3.07,3.91,,,
부채비율,26.52,26.86,24.83,20.81,19.22,,,
자본유보율,5285.5,5045.15,4814.79,5043.17,5374.98,,,
EPS(원),3785.0,-11009.0,-11765.0,11549.0,15370.0,,,
PER(배),16.12,-6.64,-8.5,9.05,7.45,,,
BPS(원),354386.0,367611.0,368299.0,356409.0,417377.0,,,
PBR(배),0.17,0.2,0.27,0.29,0.27,,,
현금DPS(원),750.0,0.0,0.0,0.0,825.0,,,
현금배당수익률,1.23,0.0,0.0,0.0,0.72,,,
현금배당성향(%),16.76,0.0,0.0,0.0,4.54,,,
발행주식수(보통주),1328000.0,1328000.0,1328000.0,1328000.0,1328000.0,,,
