주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5606.0,1814.0,2218.0,3357.0,4507.0,,,
영업이익,824.0,307.0,282.0,230.0,435.0,,,
영업이익(발표기준),824.0,307.0,282.0,230.0,435.0,,,
세전계속사업이익,4469.0,367.0,330.0,489.0,792.0,,,
당기순이익,4236.0,133.0,306.0,429.0,674.0,,,
당기순이익(지배),4157.0,95.0,152.0,294.0,480.0,,,
당기순이익(비지배),79.0,38.0,154.0,134.0,194.0,,,
자산총계,2775.0,3027.0,5010.0,7057.0,8189.0,,,
부채총계,922.0,1142.0,1198.0,1576.0,1787.0,,,
자본총계,1853.0,1885.0,3812.0,5480.0,6402.0,,,
자본총계(지배),1488.0,1580.0,2929.0,3604.0,4089.0,,,
자본총계(비지배),365.0,305.0,884.0,1877.0,2313.0,,,
자본금,91.0,91.0,112.0,125.0,125.0,,,
영업활동현금흐름,508.0,36.0,82.0,194.0,578.0,,,
투자활동현금흐름,-68.0,-165.0,-498.0,-123.0,-487.0,,,
재무활동현금흐름,-435.0,33.0,862.0,-51.0,-323.0,,,
CAPEX,263.0,141.0,285.0,265.0,163.0,,,
FCF,245.0,-105.0,-203.0,-71.0,415.0,,,
이자발생부채,363.0,473.0,493.0,621.0,474.0,,,
영업이익률,14.7,16.94,12.7,6.87,9.65,,,
순이익률,75.57,7.33,13.78,12.77,14.96,,,
ROE(%),163.97,6.17,6.75,9.01,12.48,,,
ROA(%),85.97,4.59,7.61,7.1,8.84,,,
부채비율,49.77,60.59,31.41,28.77,27.91,,,
자본유보율,8478.7,1590.8,2429.46,2797.22,3130.59,,,
EPS(원),35899.0,2598.0,3644.0,6225.0,9583.0,,,
PER(배),1.18,23.01,30.46,11.07,7.57,,,
BPS(원),44332.0,47078.0,69844.0,76263.0,81622.0,,,
PBR(배),0.96,1.27,1.59,0.9,0.89,,,
현금DPS(원),1700.0,700.0,1200.0,1400.0,900.0,,,
현금배당수익률,4.01,1.17,1.08,2.03,1.24,,,
현금배당성향(%),1.37,24.83,33.09,22.48,9.39,,,
발행주식수(보통주),3640950.0,3640950.0,4477766.0,5009861.0,5009861.0,,,
