주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6354.0,6163.0,6298.0,5626.0,5061.0,,,
영업이익,122.0,138.0,246.0,257.0,152.0,,,
영업이익(발표기준),122.0,120.0,246.0,203.0,152.0,,,
세전계속사업이익,-204.0,-33.0,-53.0,126.0,-167.0,,,
당기순이익,-192.0,-44.0,-172.0,146.0,-94.0,,,
당기순이익(지배),-180.0,-29.0,-137.0,144.0,-101.0,,,
당기순이익(비지배),-12.0,-15.0,-35.0,2.0,8.0,,,
자산총계,6562.0,6518.0,6309.0,5885.0,5425.0,,,
부채총계,5165.0,5191.0,5148.0,4394.0,4158.0,,,
자본총계,1397.0,1327.0,1160.0,1491.0,1267.0,,,
자본총계(지배),1044.0,992.0,818.0,1151.0,1036.0,,,
자본총계(비지배),353.0,335.0,342.0,340.0,231.0,,,
자본금,242.0,242.0,268.0,378.0,378.0,,,
영업활동현금흐름,304.0,270.0,715.0,272.0,193.0,,,
투자활동현금흐름,44.0,-95.0,-365.0,235.0,-167.0,,,
재무활동현금흐름,-311.0,-29.0,-538.0,-370.0,-96.0,,,
CAPEX,297.0,328.0,412.0,317.0,98.0,,,
FCF,7.0,-58.0,304.0,-45.0,95.0,,,
이자발생부채,3877.0,3831.0,3580.0,3055.0,3047.0,,,
영업이익률,1.92,2.24,3.91,4.58,2.99,,,
순이익률,-3.02,-0.71,-2.73,2.59,-1.85,,,
ROE(%),-15.89,-2.8,-15.09,14.64,-9.27,,,
ROA(%),-2.82,-0.67,-2.68,2.39,-1.65,,,
부채비율,369.75,391.29,443.7,294.77,328.28,,,
자본유보율,328.11,306.05,203.05,201.58,184.81,,,
EPS(원),-644.0,-102.0,-492.0,459.0,-268.0,,,
PER(배),-2.89,-16.33,-4.56,4.45,-5.35,,,
BPS(원),3770.0,3582.0,2956.0,3058.0,2751.0,,,
PBR(배),0.49,0.47,0.76,0.67,0.52,,,
현금DPS(원),9.0,9.0,9.0,10.0,10.0,,,
현금배당수익률,0.46,0.51,0.38,0.49,0.7,,,
현금배당성향(%),-3.36,-21.15,-1.41,3.07,-3.43,,,
발행주식수(보통주),25218517.0,25218517.0,25218517.0,32523970.0,32523970.0,,,
