주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,13141.0,12105.0,11619.0,11107.0,11595.0,13963.0,14971.0,15425.0
영업이익,-203.0,-244.0,26.0,298.0,1111.0,2274.0,2536.0,2803.0
영업이익(발표기준),-203.0,-244.0,26.0,298.0,1111.0,,,
세전계속사업이익,3.0,704.0,1127.0,-504.0,1107.0,2866.0,3205.0,3491.0
당기순이익,33.0,587.0,900.0,-435.0,892.0,2241.0,2497.0,2715.0
당기순이익(지배),33.0,612.0,939.0,-435.0,892.0,2241.0,2497.0,2715.0
당기순이익(비지배),0.0,-25.0,-39.0,,,,,
자산총계,19001.0,18460.0,16842.0,15309.0,16413.0,18095.0,20157.0,21885.0
부채총계,7736.0,6502.0,5206.0,4193.0,4486.0,4305.0,4402.0,4170.0
자본총계,11265.0,11958.0,11636.0,11117.0,11927.0,13804.0,15767.0,17713.0
자본총계(지배),11265.0,11867.0,11636.0,11117.0,11927.0,13773.0,15726.0,17659.0
자본총계(비지배),0.0,91.0,,,,,,
자본금,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0,1290.0
영업활동현금흐름,705.0,239.0,995.0,655.0,1888.0,2160.0,2491.0,2852.0
투자활동현금흐름,-3603.0,956.0,841.0,-459.0,-2389.0,-939.0,-1031.0,-1007.0
재무활동현금흐름,3330.0,-1093.0,-614.0,-287.0,-282.0,-677.0,-527.0,-896.0
CAPEX,3196.0,761.0,841.0,312.0,629.0,1196.0,1177.0,1150.0
FCF,-2491.0,-522.0,154.0,343.0,1260.0,1422.0,1512.0,1712.0
이자발생부채,4922.0,4299.0,3171.0,3014.0,2810.0,,,
영업이익률,-1.55,-2.01,0.22,2.68,9.58,16.28,16.94,18.17
순이익률,0.25,4.85,7.74,-3.92,7.7,16.05,16.68,17.6
ROE(%),0.29,5.29,7.99,-3.83,7.74,17.44,16.93,16.26
ROA(%),0.19,3.13,5.1,-2.71,5.63,12.99,13.06,12.92
부채비율,68.67,54.37,44.75,37.72,37.61,31.19,27.92,23.54
자본유보율,696.32,738.9,809.4,769.14,832.05,,,
EPS(원),129.0,2371.0,3638.0,-1688.0,3459.0,8688.0,9679.0,10523.0
PER(배),344.03,13.79,9.79,-18.16,18.77,7.0,6.28,5.78
BPS(원),44231.0,46591.0,45684.0,43646.0,46828.0,54077.0,61745.0,69334.0
PBR(배),1.01,0.7,0.78,0.7,1.39,1.12,0.98,0.88
현금DPS(원),300.0,300.0,500.0,300.0,800.0,1973.0,2280.0,2906.0
현금배당수익률,0.67,0.92,1.4,0.98,1.23,3.24,3.75,4.78
현금배당성향(%),228.7,12.49,13.57,-17.55,22.84,0.23,0.24,0.28
발행주식수(보통주),25800000.0,25800000.0,25800000.0,25800000.0,25800000.0,,,
