주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,24139.0,22494.0,35077.0,36550.0,36418.0,,,
영업이익,3390.0,3239.0,3430.0,3869.0,4092.0,4867.0,5260.0,5549.0
영업이익(발표기준),3390.0,3239.0,3430.0,3869.0,4092.0,,,
세전계속사업이익,3293.0,3172.0,3434.0,3878.0,4103.0,4932.0,5229.0,5516.0
당기순이익,2445.0,2438.0,3083.0,3019.0,3163.0,3751.0,3925.0,4160.0
당기순이익(지배),2383.0,2297.0,2941.0,2877.0,3022.0,3559.0,3732.0,3938.0
당기순이익(비지배),63.0,141.0,142.0,142.0,141.0,,,
자산총계,375778.0,410097.0,511444.0,534624.0,567338.0,610243.0,641762.0,676481.0
부채총계,345793.0,377982.0,473673.0,494901.0,525380.0,563742.0,592064.0,623492.0
자본총계,29985.0,32116.0,37772.0,39723.0,41958.0,46499.0,49698.0,52987.0
자본총계(지배),27090.0,29220.0,34866.0,36807.0,39052.0,43162.0,46273.0,49651.0
자본총계(비지배),2896.0,2896.0,2905.0,2916.0,2906.0,,,
자본금,6703.0,6703.0,8453.0,8453.0,8457.0,8574.0,8574.0,8595.0
영업활동현금흐름,-460.0,-966.0,1006.0,326.0,16.0,,,
투자활동현금흐름,-5509.0,228.0,-9156.0,-5454.0,-5469.0,,,
재무활동현금흐름,6564.0,637.0,11031.0,5253.0,5866.0,,,
CAPEX,282.0,471.0,655.0,926.0,831.0,,,
FCF,,,,,,,,
이자발생부채,45175.0,49459.0,55357.0,64596.0,68012.0,,,
영업이익률,14.04,14.4,9.78,10.59,11.24,,,
순이익률,10.13,10.84,8.79,8.26,8.69,,,
ROE(%),9.09,8.16,9.18,8.03,7.97,8.66,8.34,8.21
ROA(%),0.68,0.62,0.67,0.58,0.57,0.64,0.63,0.63
부채비율,1153.2,1176.94,1254.05,1245.87,1252.16,1212.37,1191.33,1176.68
자본유보율,347.37,379.15,346.86,369.95,396.12,,,
EPS(원),1674.0,1614.0,1770.0,1702.0,1787.0,2104.0,2206.0,2328.0
PER(배),9.51,7.0,5.68,5.74,5.9,4.87,4.65,4.4
BPS(원),19028.0,20524.0,20624.0,21773.0,23088.0,25517.0,27357.0,29354.0
PBR(배),0.84,0.55,0.49,0.45,0.46,0.4,0.37,0.35
현금DPS(원),264.0,301.0,280.0,300.0,340.0,405.0,453.0,500.0
현금배당수익률,1.66,2.67,2.79,3.07,3.22,3.95,4.42,4.88
현금배당성향(%),15.75,18.67,14.39,17.63,19.03,0.19,0.21,0.21
발행주식수(보통주),142367237.0,142367237.0,169053154.0,169053154.0,169145833.0,,,
