주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,5613.0,5407.0,5057.0,5482.0,5013.0,4954.0,5194.0,5503.0
영업이익,1911.0,1478.0,1184.0,1512.0,1082.0,1264.0,1354.0,1536.0
영업이익(발표기준),1911.0,1478.0,1184.0,1512.0,1082.0,,,
세전계속사업이익,1869.0,1532.0,1210.0,1502.0,1073.0,1271.0,1392.0,1576.0
당기순이익,1376.0,1165.0,917.0,1143.0,805.0,948.0,1049.0,1183.0
당기순이익(지배),1376.0,1165.0,917.0,1143.0,805.0,948.0,1049.0,1183.0
당기순이익(비지배),,,,,,,,
자산총계,5629.0,6510.0,6505.0,7302.0,7319.0,7836.0,8436.0,9039.0
부채총계,1674.0,2196.0,1943.0,2115.0,1999.0,2158.0,2249.0,2313.0
자본총계,3955.0,4314.0,4562.0,5187.0,5321.0,5723.0,6188.0,6727.0
자본총계(지배),3955.0,4314.0,4562.0,5187.0,5321.0,5723.0,6188.0,6727.0
자본총계(비지배),,,,,,,,
자본금,309.0,309.0,309.0,309.0,309.0,310.0,310.0,310.0
영업활동현금흐름,1705.0,1590.0,865.0,1378.0,784.0,1011.0,1236.0,1347.0
투자활동현금흐름,-932.0,-11.0,-179.0,-898.0,-826.0,-418.0,-310.0,-333.0
재무활동현금흐름,-784.0,-733.0,-623.0,-516.0,-615.0,-437.0,-564.0,-586.0
CAPEX,90.0,135.0,531.0,338.0,95.0,127.0,96.0,100.0
FCF,1615.0,1456.0,334.0,1040.0,690.0,1011.0,1075.0,1210.0
이자발생부채,8.0,5.0,2.0,,4.0,,,
영업이익률,34.05,27.33,23.41,27.58,21.58,25.52,26.06,27.92
순이익률,24.51,21.55,18.14,20.86,16.07,19.14,20.19,21.49
ROE(%),37.85,28.18,20.67,23.46,15.33,17.17,17.61,18.32
ROA(%),25.82,19.2,14.1,16.56,11.02,12.52,12.89,13.54
부채비율,42.32,50.9,42.58,40.76,37.56,37.71,36.34,34.38
자본유보율,1177.79,1294.47,1374.4,1576.5,1620.3,,,
EPS(원),2224.0,1884.0,1483.0,1849.0,1302.0,1533.0,1695.0,1912.0
PER(배),18.17,17.12,16.32,11.06,22.46,15.76,14.25,12.63
BPS(원),6395.0,6974.0,7376.0,8386.0,8602.0,9252.0,10003.0,10875.0
PBR(배),6.32,4.62,3.28,2.44,3.4,2.61,2.41,2.22
현금DPS(원),1179.0,1002.0,831.0,1000.0,730.0,891.0,940.0,1048.0
현금배당수익률,2.92,3.11,3.43,4.89,2.5,3.69,3.89,4.34
현금배당성향(%),53.01,53.19,56.04,54.1,56.07,0.58,0.55,0.55
발행주식수(보통주),61855670.0,61855670.0,61855670.0,61855670.0,61855670.0,,,
