주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1098.0,1118.0,1949.0,2791.0,3102.0,,,
영업이익,10.0,-58.0,109.0,224.0,242.0,,,
영업이익(발표기준),10.0,-58.0,109.0,224.0,242.0,,,
세전계속사업이익,56.0,-41.0,117.0,152.0,303.0,,,
당기순이익,42.0,-30.0,94.0,113.0,240.0,,,
당기순이익(지배),42.0,-30.0,94.0,113.0,240.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1726.0,1733.0,2825.0,2924.0,3024.0,,,
부채총계,966.0,994.0,1653.0,1641.0,1537.0,,,
자본총계,760.0,739.0,1172.0,1283.0,1487.0,,,
자본총계(지배),760.0,739.0,1172.0,1283.0,1487.0,,,
자본총계(비지배),,,,,,,,
자본금,218.0,218.0,471.0,471.0,471.0,,,
영업활동현금흐름,30.0,29.0,182.0,271.0,260.0,,,
투자활동현금흐름,11.0,-60.0,-94.0,-61.0,-149.0,,,
재무활동현금흐름,-119.0,33.0,-74.0,-203.0,-117.0,,,
CAPEX,169.0,97.0,107.0,94.0,127.0,,,
FCF,-139.0,-68.0,75.0,176.0,133.0,,,
이자발생부채,735.0,802.0,1216.0,1054.0,978.0,,,
영업이익률,0.95,-5.19,5.57,8.01,7.79,,,
순이익률,3.82,-2.67,4.85,4.06,7.73,,,
ROE(%),5.67,-3.98,9.88,9.24,17.32,,,
ROA(%),2.42,-1.72,4.14,3.95,8.07,,,
부채비율,127.21,134.5,140.99,127.91,103.38,,,
자본유보율,223.43,208.88,229.71,252.95,301.11,,,
EPS(원),962.0,-684.0,1332.0,1204.0,2546.0,,,
PER(배),8.21,-11.8,10.55,11.34,5.15,,,
BPS(원),17420.0,16952.0,12441.0,13616.0,15779.0,,,
PBR(배),0.45,0.48,1.13,1.0,0.83,,,
현금DPS(원),0.0,0.0,0.0,100.0,120.0,,,
현금배당수익률,0.0,0.0,0.0,0.73,0.92,,,
현금배당성향(%),0.0,0.0,0.0,8.31,4.71,,,
발행주식수(보통주),4360000.0,4360000.0,9422739.0,9422739.0,9422739.0,,,
