주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2629.0,2265.0,1969.0,1957.0,2031.0,,,
영업이익,32.0,0.0,-3.0,-67.0,-50.0,,,
영업이익(발표기준),32.0,0.0,-3.0,-67.0,-50.0,,,
세전계속사업이익,49.0,-42.0,-46.0,-22.0,-93.0,,,
당기순이익,43.0,-38.0,-55.0,-35.0,-87.0,,,
당기순이익(지배),39.0,-38.0,-38.0,-6.0,-89.0,,,
당기순이익(비지배),4.0,0.0,-16.0,-29.0,2.0,,,
자산총계,2883.0,2629.0,2599.0,2567.0,2934.0,,,
부채총계,1800.0,1593.0,1625.0,1690.0,1856.0,,,
자본총계,1083.0,1036.0,975.0,876.0,1078.0,,,
자본총계(지배),843.0,801.0,755.0,688.0,856.0,,,
자본총계(비지배),239.0,235.0,219.0,189.0,221.0,,,
자본금,284.0,284.0,284.0,284.0,284.0,,,
영업활동현금흐름,159.0,154.0,218.0,-6.0,-129.0,,,
투자활동현금흐름,-58.0,22.0,-87.0,-3.0,-58.0,,,
재무활동현금흐름,-143.0,-248.0,-102.0,-6.0,83.0,,,
CAPEX,52.0,25.0,106.0,128.0,118.0,,,
FCF,107.0,129.0,112.0,-134.0,-247.0,,,
이자발생부채,1332.0,1136.0,1083.0,1128.0,1250.0,,,
영업이익률,1.23,-0.01,-0.13,-3.43,-2.44,,,
순이익률,1.64,-1.68,-2.77,-1.81,-4.29,,,
ROE(%),4.71,-4.67,-4.93,-0.85,-11.56,,,
ROA(%),1.47,-1.38,-2.09,-1.37,-3.17,,,
부채비율,166.22,153.81,166.67,192.88,172.23,,,
자본유보율,203.52,188.09,173.69,168.76,137.78,,,
EPS(원),69.0,-68.0,-68.0,-11.0,-157.0,,,
PER(배),9.62,-9.82,-14.96,-84.05,-4.03,,,
BPS(원),1537.0,1460.0,1376.0,1253.0,1560.0,,,
PBR(배),0.43,0.45,0.73,0.73,0.41,,,
현금DPS(원),0.0,0.0,10.0,,,,,
현금배당수익률,0.0,0.0,0.99,,,,,
현금배당성향(%),0.0,0.0,-14.29,0.0,0.0,,,
발행주식수(보통주),56857860.0,56857860.0,56857860.0,56857860.0,56857860.0,,,
