주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,7361.0,7975.0,8158.0,9671.0,25303.0,27404.0,28863.0,30235.0
영업이익,981.0,935.0,806.0,118.0,2175.0,3155.0,3497.0,3726.0
영업이익(발표기준),981.0,935.0,806.0,118.0,2175.0,,,
세전계속사업이익,738.0,712.0,-1756.0,4311.0,1818.0,2990.0,3222.0,3633.0
당기순이익,962.0,576.0,-1333.0,3111.0,1081.0,2420.0,2449.0,2756.0
당기순이익(지배),967.0,559.0,-1328.0,3233.0,624.0,1558.0,1602.0,1814.0
당기순이익(비지배),-5.0,17.0,-5.0,-122.0,457.0,,,
자산총계,9714.0,10434.0,9789.0,33849.0,30789.0,33708.0,35407.0,37608.0
부채총계,4794.0,4750.0,4998.0,20828.0,18446.0,18955.0,18940.0,18679.0
자본총계,4920.0,5684.0,4791.0,13022.0,12343.0,14750.0,16466.0,18929.0
자본총계(지배),5018.0,5736.0,4799.0,8576.0,7990.0,9819.0,10855.0,12557.0
자본총계(비지배),-98.0,-52.0,-8.0,4446.0,4353.0,,,
자본금,497.0,522.0,565.0,570.0,611.0,1018.0,1018.0,1018.0
영업활동현금흐름,657.0,390.0,274.0,-35.0,300.0,1658.0,1950.0,2081.0
투자활동현금흐름,-433.0,-466.0,-613.0,-2691.0,-516.0,-570.0,-674.0,-610.0
재무활동현금흐름,28.0,83.0,175.0,3701.0,222.0,268.0,-430.0,-695.0
CAPEX,81.0,65.0,132.0,233.0,393.0,434.0,415.0,402.0
FCF,575.0,325.0,142.0,-268.0,-94.0,1431.0,2037.0,2017.0
이자발생부채,2816.0,2932.0,3140.0,11908.0,11466.0,,,
영업이익률,13.33,11.73,9.88,1.22,8.59,11.51,12.12,12.32
순이익률,13.06,7.22,-16.34,32.17,4.27,8.83,8.48,9.12
ROE(%),21.27,10.39,-25.21,48.35,7.53,17.5,15.5,15.5
ROA(%),10.49,5.72,-13.19,14.26,3.35,7.51,7.09,7.55
부채비율,97.43,83.57,104.33,159.95,149.44,128.51,115.02,98.68
자본유보율,914.93,1000.97,707.92,1351.13,1304.79,,,
EPS(원),1946.0,1084.0,-2399.0,5684.0,1030.0,2550.0,2622.0,2969.0
PER(배),,,,2.48,15.85,16.38,15.93,14.06
BPS(원),10098.0,10980.0,8488.0,15035.0,13074.0,16066.0,17762.0,20546.0
PBR(배),1.56,2.03,2.22,0.94,1.25,2.6,2.35,2.03
현금DPS(원),50.0,50.0,50.0,50.0,50.0,92.0,92.0,92.0
현금배당수익률,0.32,0.22,0.26,0.35,0.31,0.22,0.22,0.22
현금배당성향(%),2.57,4.67,-2.13,0.88,4.9,0.04,0.03,0.03
발행주식수(보통주),49690070.0,52240070.0,56540070.0,57040070.0,61115070.0,,,
