주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1071.0,1006.0,924.0,847.0,918.0,,,
영업이익,36.0,8.0,31.0,19.0,43.0,,,
영업이익(발표기준),36.0,8.0,31.0,19.0,43.0,,,
세전계속사업이익,161.0,115.0,75.0,108.0,140.0,,,
당기순이익,135.0,97.0,84.0,78.0,110.0,,,
당기순이익(지배),125.0,103.0,86.0,77.0,112.0,,,
당기순이익(비지배),9.0,-6.0,-2.0,0.0,-2.0,,,
자산총계,2506.0,2527.0,2441.0,2527.0,2631.0,,,
부채총계,725.0,684.0,519.0,540.0,549.0,,,
자본총계,1781.0,1843.0,1922.0,1987.0,2082.0,,,
자본총계(지배),1759.0,1827.0,1909.0,1973.0,2069.0,,,
자본총계(비지배),22.0,16.0,13.0,14.0,13.0,,,
자본금,41.0,41.0,41.0,41.0,41.0,,,
영업활동현금흐름,285.0,53.0,86.0,92.0,151.0,,,
투자활동현금흐름,0.0,-96.0,-50.0,-6.0,-216.0,,,
재무활동현금흐름,-252.0,-30.0,-12.0,-15.0,-22.0,,,
CAPEX,54.0,28.0,25.0,9.0,50.0,,,
FCF,231.0,25.0,60.0,84.0,101.0,,,
이자발생부채,140.0,125.0,119.0,112.0,94.0,,,
영업이익률,3.39,0.8,3.38,2.2,4.65,,,
순이익률,12.56,9.61,9.09,9.15,11.97,,,
ROE(%),7.37,5.75,4.62,3.97,5.55,,,
ROA(%),5.38,3.84,3.38,3.12,4.26,,,
부채비율,40.7,37.15,27.02,27.17,26.36,,,
자본유보율,4121.89,4360.47,4570.29,4715.66,4969.44,,,
EPS(원),1540.0,1269.0,1061.0,948.0,1379.0,,,
PER(배),5.12,9.3,9.85,11.97,8.3,,,
BPS(원),21940.0,22779.0,23804.0,24604.0,25805.0,,,
PBR(배),0.36,0.52,0.44,0.46,0.44,,,
현금DPS(원),50.0,80.0,100.0,90.0,100.0,,,
현금배당수익률,0.63,0.68,0.96,0.79,0.87,,,
현금배당성향(%),3.2,6.22,9.3,9.37,7.15,,,
발행주식수(보통주),8126314.0,8126314.0,8126314.0,8126314.0,8126314.0,,,
