주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2058.0,2632.0,2695.0,2671.0,2306.0,,,
영업이익,236.0,173.0,212.0,236.0,117.0,,,
영업이익(발표기준),236.0,173.0,212.0,236.0,117.0,,,
세전계속사업이익,278.0,168.0,220.0,217.0,96.0,,,
당기순이익,200.0,143.0,164.0,162.0,129.0,,,
당기순이익(지배),200.0,143.0,164.0,162.0,129.0,,,
당기순이익(비지배),,0.0,0.0,,,,,
자산총계,3620.0,3819.0,4228.0,4179.0,3812.0,,,
부채총계,1532.0,1628.0,1908.0,1774.0,1403.0,,,
자본총계,2088.0,2191.0,2320.0,2404.0,2408.0,,,
자본총계(지배),2088.0,2187.0,2320.0,2404.0,2408.0,,,
자본총계(비지배),,5.0,,,,,,
자본금,145.0,145.0,145.0,145.0,145.0,,,
영업활동현금흐름,121.0,344.0,103.0,352.0,-95.0,,,
투자활동현금흐름,-498.0,105.0,-160.0,-45.0,-4.0,,,
재무활동현금흐름,233.0,-281.0,40.0,-45.0,-103.0,,,
CAPEX,32.0,131.0,96.0,37.0,14.0,,,
FCF,88.0,214.0,7.0,316.0,-110.0,,,
이자발생부채,663.0,408.0,532.0,548.0,552.0,,,
영업이익률,11.47,6.59,7.88,8.82,5.07,,,
순이익률,9.74,5.44,6.1,6.06,5.59,,,
ROE(%),10.11,6.7,7.29,6.85,5.36,,,
ROA(%),5.89,3.85,4.09,3.85,3.23,,,
부채비율,73.34,74.3,82.25,73.81,58.27,,,
자본유보율,1298.86,1379.89,1481.03,1569.6,1640.32,,,
EPS(원),689.0,492.0,565.0,556.0,443.0,,,
PER(배),10.1,10.4,9.91,8.52,9.31,,,
BPS(원),7730.0,8094.0,8571.0,9075.0,9684.0,,,
PBR(배),0.9,0.63,0.65,0.52,0.43,,,
현금DPS(원),80.0,80.0,120.0,100.0,80.0,,,
현금배당수익률,1.15,1.56,2.14,2.11,1.94,,,
현금배당성향(%),10.78,15.09,19.76,16.38,15.43,,,
발행주식수(보통주),29084925.0,29084925.0,29084925.0,29084925.0,29084925.0,,,
