주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,50825.0,52649.0,42619.0,35588.0,43060.0,45750.0,50590.0,55110.0
영업이익,220.0,294.0,234.0,305.0,340.0,450.0,460.0,500.0
영업이익(발표기준),220.0,389.0,234.0,305.0,340.0,,,
세전계속사업이익,1218.0,411.0,384.0,214.0,100.0,480.0,520.0,560.0
당기순이익,1082.0,339.0,1472.0,81.0,251.0,370.0,410.0,450.0
당기순이익(지배),1087.0,338.0,1472.0,80.0,250.0,370.0,410.0,440.0
당기순이익(비지배),-4.0,1.0,1.0,1.0,2.0,,,
자산총계,17181.0,19267.0,15040.0,15142.0,12589.0,12330.0,13230.0,13960.0
부채총계,11237.0,12596.0,10140.0,10812.0,8961.0,8440.0,9010.0,9370.0
자본총계,5944.0,6670.0,4900.0,4330.0,3628.0,3890.0,4220.0,4590.0
자본총계(지배),5938.0,6663.0,4892.0,4320.0,3618.0,3870.0,4200.0,4570.0
자본총계(비지배),6.0,7.0,8.0,9.0,10.0,,,
자본금,1116.0,1116.0,661.0,661.0,661.0,660.0,660.0,660.0
영업활동현금흐름,776.0,-604.0,748.0,470.0,485.0,280.0,-60.0,50.0
투자활동현금흐름,444.0,758.0,-170.0,-297.0,179.0,-80.0,50.0,-40.0
재무활동현금흐름,-1800.0,391.0,-2936.0,1036.0,-945.0,140.0,-80.0,-80.0
CAPEX,3.0,30.0,15.0,3.0,4.0,30.0,20.0,20.0
FCF,773.0,-634.0,733.0,467.0,482.0,,,
이자발생부채,4077.0,4595.0,3036.0,4309.0,3420.0,,,
영업이익률,0.43,0.56,0.55,0.86,0.79,0.98,0.91,0.91
순이익률,2.13,0.64,3.45,0.23,0.58,0.81,0.81,0.82
ROE(%),21.7,5.36,25.47,1.73,6.29,9.88,10.16,10.03
ROA(%),5.96,1.86,8.58,0.53,1.81,2.97,3.21,3.31
부채비율,189.06,188.84,206.95,249.74,247.0,216.97,213.51,204.14
자본유보율,243.89,262.97,648.65,644.28,669.64,,,
EPS(원),4867.0,1512.0,7336.0,602.0,1888.0,2797.0,3099.0,3326.0
PER(배),7.56,20.62,3.9,36.4,10.33,10.26,9.26,8.63
BPS(원),26591.0,29839.0,36990.0,33534.0,28579.0,30571.0,33178.0,36101.0
PBR(배),1.38,1.04,0.77,0.65,0.68,0.94,0.87,0.79
현금DPS(원),500.0,500.0,750.0,500.0,600.0,600.0,600.0,600.0
현금배당수익률,1.36,1.6,2.62,2.28,3.08,2.09,2.09,2.09
현금배당성향(%),10.27,33.07,6.74,81.0,30.41,0.21,0.19,0.18
발행주식수(보통주),22329802.0,22329802.0,13228966.0,13228966.0,13228966.0,,,
