주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,7718.0,3915.0,2150.0,3455.0,5413.0,6390.0,6650.0,
영업이익,-1127.0,-1014.0,-483.0,-160.0,242.0,430.0,580.0,
영업이익(발표기준),-1127.0,-1014.0,-483.0,-160.0,242.0,,,
세전계속사업이익,-1164.0,-1020.0,-77.0,-100.0,168.0,,,
당기순이익,-892.0,-792.0,-61.0,-76.0,123.0,330.0,450.0,
당기순이익(지배),-892.0,-792.0,-61.0,-76.0,123.0,330.0,450.0,
당기순이익(비지배),,,,,,,,
자산총계,6434.0,4984.0,4374.0,4738.0,4622.0,,,
부채총계,2847.0,2169.0,1771.0,2219.0,1986.0,,,
자본총계,3587.0,2815.0,2602.0,2519.0,2636.0,,,
자본총계(지배),3587.0,2815.0,2602.0,2519.0,2636.0,,,
자본총계(비지배),,,,,,,,
자본금,200.0,200.0,200.0,200.0,200.0,,,
영업활동현금흐름,-539.0,-345.0,-36.0,-571.0,488.0,,,
투자활동현금흐름,315.0,78.0,216.0,146.0,150.0,,,
재무활동현금흐름,675.0,-80.0,-395.0,230.0,-378.0,,,
CAPEX,124.0,35.0,8.0,12.0,77.0,,,
FCF,-663.0,-380.0,-44.0,-582.0,411.0,,,
이자발생부채,1802.0,1703.0,1300.0,1223.0,844.0,,,
영업이익률,-14.61,-25.91,-22.46,-4.63,4.48,6.73,8.72,
순이익률,-11.55,-20.23,-2.82,-2.21,2.28,5.16,6.77,
ROE(%),-21.86,-24.74,-2.23,-2.98,4.79,,,
ROA(%),-12.94,-13.87,-1.29,-1.67,2.64,,,
부채비율,79.36,77.06,68.07,88.08,75.34,,,
자본유보율,1426.19,1033.04,998.66,957.27,1015.53,,,
EPS(원),-2229.0,-1980.0,-151.0,-191.0,309.0,825.0,1125.0,
PER(배),-2.88,-1.43,-17.25,-35.68,24.55,8.08,5.93,
BPS(원),8969.0,7037.0,6505.0,6298.0,6590.0,,,
PBR(배),0.71,0.4,0.4,1.08,1.15,,,
현금DPS(원),0.0,0.0,0.0,0.0,50.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.66,,,
현금배당성향(%),0.0,0.0,0.0,0.0,16.2,,,
발행주식수(보통주),40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,,
