주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,52615.0,53377.0,48565.0,45622.0,46070.0,47917.0,52161.0,54493.0
영업이익,2316.0,1688.0,2805.0,2767.0,1980.0,2040.0,2709.0,3148.0
영업이익(발표기준),2316.0,1688.0,2805.0,2767.0,1980.0,,,
세전계속사업이익,1577.0,1025.0,-1377.0,2389.0,1793.0,1890.0,2448.0,2924.0
당기순이익,1137.0,396.0,-1451.0,1760.0,1227.0,1404.0,1860.0,2216.0
당기순이익(지배),1115.0,423.0,-1443.0,1702.0,1351.0,1459.0,1908.0,2281.0
당기순이익(비지배),21.0,-26.0,-8.0,57.0,-123.0,,,
자산총계,47199.0,47492.0,49861.0,52491.0,56619.0,58538.0,61082.0,62913.0
부채총계,27743.0,27401.0,30217.0,31239.0,33395.0,34732.0,35779.0,35502.0
자본총계,19456.0,20091.0,19644.0,21253.0,23224.0,23928.0,25437.0,27424.0
자본총계(지배),18175.0,18844.0,18320.0,19810.0,21833.0,22649.0,24155.0,26166.0
자본총계(비지배),1281.0,1247.0,1324.0,1443.0,1391.0,,,
자본금,1393.0,1394.0,1394.0,1396.0,1421.0,1421.0,1421.0,1421.0
영업활동현금흐름,2704.0,1650.0,3658.0,3396.0,2766.0,2471.0,3488.0,3945.0
투자활동현금흐름,-3708.0,-1752.0,-3766.0,-2618.0,-4987.0,-2725.0,-2694.0,-2640.0
재무활동현금흐름,-204.0,-521.0,411.0,-185.0,1576.0,297.0,-237.0,-1021.0
CAPEX,3392.0,2459.0,2017.0,2431.0,4548.0,3025.0,2389.0,2345.0
FCF,-688.0,-809.0,1640.0,965.0,-1782.0,-112.0,973.0,1497.0
이자발생부채,18315.0,18442.0,18843.0,19192.0,21022.0,,,
영업이익률,4.4,3.16,5.78,6.07,4.3,4.26,5.19,5.78
순이익률,2.16,0.74,-2.99,3.86,2.66,2.93,3.57,4.07
ROE(%),6.25,2.28,-7.77,8.93,6.49,6.56,8.15,9.07
ROA(%),2.43,0.84,-2.98,3.44,2.25,2.44,3.11,3.57
부채비율,142.59,136.38,153.82,146.99,143.79,145.15,140.66,129.46
자본유보율,1279.42,1289.76,1182.81,1282.74,1340.69,,,
EPS(원),4008.0,1517.0,-5177.0,6102.0,4830.0,5109.0,6642.0,7941.0
PER(배),13.65,31.87,-12.13,12.13,18.43,13.27,10.21,8.54
BPS(원),66666.0,67609.0,65694.0,70954.0,76824.0,78840.0,84083.0,91085.0
PBR(배),0.82,0.72,0.96,1.04,1.16,0.86,0.81,0.74
현금DPS(원),600.0,500.0,500.0,1100.0,1100.0,1136.0,1150.0,1175.0
현금배당수익률,1.1,1.03,0.8,1.49,1.24,1.68,1.7,1.73
현금배당성향(%),14.79,33.29,-9.76,18.12,23.25,0.2,0.16,0.13
발행주식수(보통주),25089610.0,25103951.0,25119218.0,25151485.0,25651728.0,,,
