주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,706.0,652.0,627.0,627.0,562.0,600.0,727.0,918.0
영업이익,71.0,77.0,75.0,87.0,62.0,67.0,94.0,127.0
영업이익(발표기준),71.0,77.0,75.0,87.0,62.0,,,
세전계속사업이익,77.0,86.0,79.0,89.0,60.0,66.0,93.0,125.0
당기순이익,63.0,66.0,63.0,62.0,47.0,53.0,72.0,98.0
당기순이익(지배),63.0,66.0,63.0,62.0,47.0,53.0,58.0,73.0
당기순이익(비지배),,,,,,,,
자산총계,834.0,874.0,920.0,951.0,903.0,937.0,1011.0,1124.0
부채총계,239.0,225.0,213.0,178.0,122.0,129.0,163.0,209.0
자본총계,595.0,649.0,706.0,773.0,781.0,808.0,848.0,915.0
자본총계(지배),595.0,649.0,706.0,773.0,781.0,808.0,834.0,876.0
자본총계(비지배),,,,,,,,
자본금,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
영업활동현금흐름,98.0,67.0,19.0,57.0,-26.0,38.0,11.0,4.0
투자활동현금흐름,-68.0,-27.0,96.0,-59.0,1.0,-15.0,-102.0,-50.0
재무활동현금흐름,-24.0,-8.0,-13.0,36.0,-18.0,-21.0,-9.0,-9.0
CAPEX,2.0,1.0,56.0,27.0,5.0,0.0,65.0,0.0
FCF,95.0,66.0,-36.0,30.0,-30.0,37.0,-57.0,-1.0
이자발생부채,26.0,4.0,2.0,2.0,17.0,,,
영업이익률,10.04,11.79,11.91,13.84,11.05,11.17,12.93,13.83
순이익률,8.95,10.16,10.05,9.84,8.34,8.83,9.9,10.67
ROE(%),11.34,10.65,9.3,8.34,6.03,6.67,7.07,8.54
ROA(%),8.01,7.76,7.03,6.59,5.05,5.76,7.39,9.18
부채비율,40.16,34.62,30.21,23.07,15.6,15.97,19.22,22.84
자본유보율,271.3,303.65,338.0,373.56,383.57,,,
EPS(원),195.0,204.0,194.0,190.0,144.0,163.0,179.0,225.0
PER(배),6.35,7.83,12.31,15.65,26.84,16.16,14.77,11.73
BPS(원),2000.0,2182.0,2363.0,2432.0,2457.0,2542.0,2624.0,2756.0
PBR(배),0.62,0.73,1.01,1.22,1.58,1.04,1.01,0.96
현금DPS(원),35.0,45.0,45.0,65.0,65.0,60.0,60.0,60.0
현금배당수익률,2.83,2.81,1.88,2.18,1.68,2.27,2.27,2.27
현금배당성향(%),16.5,20.2,21.34,33.49,44.11,0.37,0.34,0.27
발행주식수(보통주),32446151.0,32446151.0,32446151.0,32446151.0,32446151.0,,,
