주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1378.0,1196.0,1125.0,853.0,708.0,,,
영업이익,19.0,2.0,21.0,-4.0,-51.0,,,
영업이익(발표기준),19.0,2.0,21.0,-4.0,-51.0,,,
세전계속사업이익,30.0,-61.0,15.0,-21.0,-90.0,,,
당기순이익,24.0,-67.0,6.0,-25.0,-87.0,,,
당기순이익(지배),24.0,-67.0,6.0,-24.0,-87.0,,,
당기순이익(비지배),0.0,-1.0,0.0,0.0,0.0,,,
자산총계,612.0,613.0,591.0,599.0,870.0,,,
부채총계,205.0,261.0,225.0,260.0,602.0,,,
자본총계,407.0,351.0,366.0,339.0,268.0,,,
자본총계(지배),404.0,349.0,364.0,337.0,255.0,,,
자본총계(비지배),3.0,2.0,2.0,2.0,14.0,,,
자본금,71.0,76.0,76.0,76.0,76.0,,,
영업활동현금흐름,10.0,-15.0,43.0,-24.0,-40.0,,,
투자활동현금흐름,2.0,-93.0,-10.0,-19.0,-241.0,,,
재무활동현금흐름,-23.0,100.0,-14.0,31.0,322.0,,,
CAPEX,3.0,97.0,9.0,16.0,17.0,,,
FCF,7.0,-112.0,33.0,-40.0,-57.0,,,
이자발생부채,87.0,177.0,156.0,187.0,505.0,,,
영업이익률,1.41,0.14,1.85,-0.48,-7.25,,,
순이익률,1.75,-5.63,0.49,-2.88,-12.35,,,
ROE(%),6.23,-17.67,1.54,-7.0,-29.57,,,
ROA(%),3.91,-11.0,0.92,-4.13,-11.91,,,
부채비율,50.48,74.41,61.56,76.81,224.05,,,
자본유보율,465.5,352.75,370.29,337.28,230.58,,,
EPS(원),183.0,-460.0,36.0,-161.0,-573.0,,,
PER(배),7.6,-4.28,66.24,-12.48,-6.25,,,
BPS(원),2849.0,2290.0,2385.0,2207.0,1670.0,,,
PBR(배),0.49,0.86,1.0,0.91,2.14,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),14186055.0,15249884.0,15249884.0,15249884.0,15249884.0,,,
