주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,4407.0,4519.0,4362.0,4435.0,4922.0,,,
영업이익,368.0,144.0,222.0,291.0,404.0,,,
영업이익(발표기준),368.0,144.0,222.0,291.0,404.0,,,
세전계속사업이익,369.0,118.0,180.0,282.0,357.0,,,
당기순이익,275.0,91.0,140.0,209.0,273.0,,,
당기순이익(지배),275.0,91.0,140.0,209.0,273.0,,,
당기순이익(비지배),,,,,,,,
자산총계,5229.0,5662.0,5152.0,5268.0,5777.0,,,
부채총계,2040.0,2521.0,2004.0,2056.0,2419.0,,,
자본총계,3189.0,3141.0,3148.0,3212.0,3357.0,,,
자본총계(지배),3189.0,3141.0,3148.0,3212.0,3357.0,,,
자본총계(비지배),,,,,,,,
자본금,148.0,148.0,148.0,148.0,148.0,,,
영업활동현금흐름,281.0,55.0,610.0,545.0,626.0,,,
투자활동현금흐름,-760.0,-258.0,-131.0,-230.0,-777.0,,,
재무활동현금흐름,477.0,454.0,-664.0,-250.0,76.0,,,
CAPEX,768.0,252.0,142.0,251.0,699.0,,,
FCF,-487.0,-197.0,469.0,294.0,-73.0,,,
이자발생부채,1083.0,1662.0,1125.0,999.0,1200.0,,,
영업이익률,8.35,3.18,5.08,6.57,8.21,,,
순이익률,6.24,2.0,3.21,4.72,5.55,,,
ROE(%),8.82,2.86,4.45,6.58,8.31,,,
ROA(%),5.68,1.66,2.59,4.02,4.95,,,
부채비율,63.96,80.27,63.66,64.0,72.06,,,
자본유보율,2064.64,2032.0,2036.64,2079.72,2178.67,,,
EPS(원),1108.0,365.0,564.0,844.0,1101.0,,,
PER(배),10.6,31.64,20.93,16.66,19.25,,,
BPS(원),12859.0,12665.0,12694.0,12951.0,13537.0,,,
PBR(배),0.91,0.91,0.93,1.08,1.57,,,
현금DPS(원),500.0,500.0,500.0,500.0,500.0,,,
현금배당수익률,4.26,4.33,4.24,3.56,2.36,,,
현금배당성향(%),45.11,136.99,88.67,59.27,45.41,,,
발행주식수(보통주),24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,,,
