주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2066.0,2048.0,2053.0,2104.0,2096.0,,,
영업이익,560.0,518.0,548.0,560.0,563.0,,,
영업이익(발표기준),560.0,518.0,548.0,560.0,563.0,,,
세전계속사업이익,636.0,550.0,596.0,628.0,645.0,,,
당기순이익,486.0,422.0,459.0,456.0,478.0,,,
당기순이익(지배),486.0,422.0,459.0,456.0,478.0,,,
당기순이익(비지배),,,,,,,,
자산총계,6564.0,6528.0,6595.0,6555.0,6550.0,,,
부채총계,2477.0,2041.0,1681.0,1212.0,757.0,,,
자본총계,4087.0,4486.0,4914.0,5343.0,5794.0,,,
자본총계(지배),4087.0,4486.0,4914.0,5343.0,5794.0,,,
자본총계(비지배),,,,,,,,
자본금,80.0,80.0,80.0,80.0,80.0,,,
영업활동현금흐름,573.0,502.0,521.0,501.0,513.0,,,
투자활동현금흐름,-2749.0,-55.0,-56.0,-92.0,-36.0,,,
재무활동현금흐름,1780.0,-464.0,-378.0,-511.0,-473.0,,,
CAPEX,10.0,51.0,55.0,39.0,35.0,,,
FCF,564.0,451.0,466.0,462.0,478.0,,,
이자발생부채,1801.0,1357.0,1000.0,509.0,56.0,,,
영업이익률,27.1,25.31,26.67,26.63,26.85,,,
순이익률,23.51,20.62,22.36,21.65,22.82,,,
ROE(%),12.61,9.85,9.77,8.88,8.59,,,
ROA(%),8.94,6.45,7.0,6.93,7.3,,,
부채비율,60.6,45.5,34.21,22.69,13.06,,,
자본유보율,5008.55,5507.84,6042.28,6578.65,7142.07,,,
EPS(원),30356.0,26398.0,28688.0,28471.0,29904.0,,,
PER(배),8.32,11.63,9.86,8.73,7.67,,,
BPS(원),255432.0,280391.0,307113.0,333931.0,362102.0,,,
PBR(배),0.99,1.09,0.92,0.74,0.63,,,
현금DPS(원),1250.0,1250.0,1250.0,1250.0,1250.0,,,
현금배당수익률,0.5,0.41,0.44,0.5,0.54,,,
현금배당성향(%),4.12,4.74,4.36,4.39,4.18,,,
발행주식수(보통주),1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,,
