주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6450.0,6154.0,5977.0,6330.0,7286.0,,,
영업이익,256.0,248.0,-7.0,245.0,54.0,,,
영업이익(발표기준),256.0,248.0,-7.0,245.0,54.0,,,
세전계속사업이익,255.0,234.0,-362.0,270.0,130.0,,,
당기순이익,192.0,186.0,-387.0,207.0,50.0,,,
당기순이익(지배),192.0,186.0,-386.0,207.0,50.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
자산총계,7155.0,7157.0,6546.0,7210.0,7669.0,,,
부채총계,2463.0,2333.0,2141.0,2598.0,3061.0,,,
자본총계,4691.0,4824.0,4404.0,4611.0,4608.0,,,
자본총계(지배),4690.0,4823.0,4403.0,4610.0,4607.0,,,
자본총계(비지배),1.0,2.0,1.0,1.0,1.0,,,
자본금,448.0,448.0,448.0,448.0,448.0,,,
영업활동현금흐름,407.0,792.0,137.0,308.0,-2.0,,,
투자활동현금흐름,-98.0,-643.0,91.0,-433.0,-471.0,,,
재무활동현금흐름,-277.0,-242.0,-464.0,504.0,446.0,,,
CAPEX,249.0,426.0,190.0,598.0,628.0,,,
FCF,158.0,366.0,-53.0,-289.0,-630.0,,,
이자발생부채,1595.0,1398.0,976.0,1493.0,1971.0,,,
영업이익률,3.96,4.03,-0.11,3.87,0.74,,,
순이익률,2.98,3.02,-6.47,3.28,0.69,,,
ROE(%),5.34,3.91,-8.38,4.6,1.09,,,
ROA(%),3.24,2.6,-5.64,3.02,0.67,,,
부채비율,52.51,48.37,48.62,56.34,66.44,,,
자본유보율,947.77,976.83,882.65,929.24,928.62,,,
EPS(원),2149.0,2075.0,-4315.0,2315.0,561.0,,,
PER(배),10.19,11.62,-3.99,7.91,32.46,,,
BPS(원),52507.0,53995.0,49297.0,51616.0,51433.0,,,
PBR(배),0.42,0.45,0.35,0.35,0.35,,,
현금DPS(원),400.0,450.0,0.0,500.0,450.0,,,
현금배당수익률,1.83,1.87,0.0,2.73,2.47,,,
현금배당성향(%),18.57,21.63,0.0,21.54,80.25,,,
발행주식수(보통주),8956502.0,8956502.0,8956502.0,8956502.0,8956502.0,,,
