주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6120.0,6035.0,6424.0,7234.0,8223.0,,,
영업이익,230.0,185.0,252.0,363.0,454.0,,,
영업이익(발표기준),393.0,185.0,252.0,363.0,454.0,,,
세전계속사업이익,242.0,166.0,207.0,261.0,452.0,,,
당기순이익,319.0,520.0,162.0,220.0,409.0,,,
당기순이익(지배),319.0,520.0,178.0,149.0,208.0,,,
당기순이익(비지배),0.0,0.0,-15.0,71.0,201.0,,,
자산총계,6157.0,4833.0,7004.0,7224.0,7399.0,,,
부채총계,2758.0,2059.0,3082.0,3183.0,3074.0,,,
자본총계,3399.0,2774.0,3922.0,4041.0,4325.0,,,
자본총계(지배),3399.0,2774.0,3242.0,3308.0,3410.0,,,
자본총계(비지배),0.0,0.0,681.0,733.0,916.0,,,
자본금,158.0,103.0,132.0,132.0,132.0,,,
영업활동현금흐름,324.0,414.0,449.0,621.0,250.0,,,
투자활동현금흐름,-330.0,-235.0,-382.0,-370.0,-388.0,,,
재무활동현금흐름,-31.0,13.0,108.0,-102.0,-120.0,,,
CAPEX,344.0,356.0,451.0,443.0,412.0,,,
FCF,-20.0,58.0,-2.0,178.0,-161.0,,,
이자발생부채,1781.0,1069.0,1922.0,1870.0,1726.0,,,
영업이익률,3.76,3.06,3.92,5.02,5.52,,,
순이익률,5.21,8.62,2.53,3.03,4.97,,,
ROE(%),9.76,16.85,5.92,4.54,6.19,,,
ROA(%),5.37,9.46,2.74,3.08,5.59,,,
부채비율,81.13,74.23,78.57,78.77,71.07,,,
자본유보율,2113.53,3657.16,2393.26,2480.82,2616.97,,,
EPS(원),1008.0,1689.0,814.0,565.0,790.0,,,
PER(배),11.46,4.59,8.6,12.54,8.14,,,
BPS(원),11243.0,14090.0,12772.0,13033.0,13433.0,,,
PBR(배),1.03,0.55,0.55,0.54,0.48,,,
현금DPS(원),150.0,230.0,110.0,140.0,120.0,,,
현금배당수익률,1.3,2.96,1.57,1.97,1.87,,,
현금배당성향(%),14.21,8.7,15.69,23.88,14.65,,,
발행주식수(보통주),31665308.0,20623600.0,26319633.0,26319633.0,26319633.0,,,
