주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2288.0,2599.0,2043.0,2110.0,2375.0,,,
영업이익,7.0,77.0,47.0,52.0,25.0,,,
영업이익(발표기준),7.0,77.0,26.0,52.0,25.0,,,
세전계속사업이익,-67.0,26.0,-8.0,19.0,15.0,,,
당기순이익,-67.0,11.0,-45.0,3.0,13.0,,,
당기순이익(지배),-49.0,14.0,-33.0,9.0,20.0,,,
당기순이익(비지배),-19.0,-3.0,-12.0,-6.0,-7.0,,,
자산총계,2289.0,2571.0,2366.0,2346.0,2280.0,,,
부채총계,1328.0,1608.0,1454.0,1432.0,1356.0,,,
자본총계,961.0,963.0,913.0,913.0,923.0,,,
자본총계(지배),1033.0,1040.0,1001.0,1007.0,1005.0,,,
자본총계(비지배),-72.0,-76.0,-88.0,-94.0,-82.0,,,
자본금,64.0,64.0,64.0,64.0,64.0,,,
영업활동현금흐름,272.0,-244.0,306.0,22.0,-210.0,,,
투자활동현금흐름,-42.0,-24.0,-5.0,-95.0,254.0,,,
재무활동현금흐름,-201.0,245.0,-236.0,15.0,6.0,,,
CAPEX,45.0,21.0,29.0,48.0,7.0,,,
FCF,227.0,-265.0,276.0,-26.0,-217.0,,,
이자발생부채,866.0,1130.0,916.0,942.0,940.0,,,
영업이익률,0.32,2.97,2.3,2.45,1.06,,,
순이익률,-2.95,0.42,-2.2,0.14,0.54,,,
ROE(%),-4.6,1.39,-3.23,0.94,1.99,,,
ROA(%),-2.81,0.45,-1.82,0.13,0.55,,,
부채비율,138.29,166.88,159.32,156.88,146.96,,,
자본유보율,1630.08,1642.13,1580.75,1590.1,1586.63,,,
EPS(원),-386.0,113.0,-260.0,74.0,157.0,,,
PER(배),-9.01,29.26,-12.1,55.89,22.1,,,
BPS(원),9186.0,9233.0,8888.0,8944.0,8925.0,,,
PBR(배),0.38,0.36,0.35,0.46,0.39,,,
현금DPS(원),50.0,50.0,30.0,40.0,30.0,,,
현금배당수익률,1.44,1.51,0.96,0.97,0.86,,,
현금배당성향(%),-11.59,39.03,-10.24,47.77,16.9,,,
발행주식수(보통주),12699098.0,12712747.0,12712747.0,12712747.0,12712747.0,,,
