주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1163.0,1475.0,1809.0,2091.0,2329.0,,,
영업이익,14.0,80.0,121.0,144.0,121.0,,,
영업이익(발표기준),14.0,80.0,121.0,144.0,121.0,,,
세전계속사업이익,-25.0,53.0,107.0,107.0,99.0,,,
당기순이익,-30.0,33.0,79.0,74.0,67.0,,,
당기순이익(지배),-30.0,33.0,82.0,77.0,70.0,,,
당기순이익(비지배),,,-3.0,-4.0,-3.0,,,
자산총계,2532.0,2661.0,2817.0,3005.0,3047.0,,,
부채총계,1147.0,1263.0,1359.0,1461.0,1454.0,,,
자본총계,1385.0,1398.0,1458.0,1544.0,1592.0,,,
자본총계(지배),1385.0,1398.0,1455.0,1545.0,1596.0,,,
자본총계(비지배),,,3.0,-1.0,-4.0,,,
자본금,150.0,152.0,155.0,167.0,167.0,,,
영업활동현금흐름,14.0,-10.0,-10.0,109.0,121.0,,,
투자활동현금흐름,-60.0,-67.0,40.0,-55.0,-61.0,,,
재무활동현금흐름,98.0,42.0,-25.0,55.0,-45.0,,,
CAPEX,29.0,105.0,36.0,50.0,46.0,,,
FCF,-15.0,-115.0,-46.0,59.0,76.0,,,
이자발생부채,627.0,680.0,661.0,701.0,678.0,,,
영업이익률,1.24,5.44,6.7,6.86,5.2,,,
순이익률,-2.54,2.21,4.36,3.52,2.89,,,
ROE(%),-2.11,2.34,5.73,5.17,4.48,,,
ROA(%),-1.2,1.25,2.88,2.53,2.23,,,
부채비율,82.86,90.38,93.2,94.67,91.34,,,
자본유보율,823.24,821.09,838.13,826.05,857.4,,,
EPS(원),-197.0,216.0,530.0,499.0,422.0,,,
PER(배),-13.15,16.52,23.32,16.7,15.11,,,
BPS(원),9231.0,9215.0,9389.0,9266.0,9576.0,,,
PBR(배),0.28,0.39,1.32,0.9,0.67,,,
현금DPS(원),67.0,100.0,130.0,130.0,150.0,,,
현금배당수익률,2.58,2.8,1.05,1.56,2.35,,,
현금배당성향(%),-33.96,46.57,24.64,27.98,35.52,,,
발행주식수(보통주),15000000.0,15167224.0,15501672.0,16672240.0,16672240.0,,,
