주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1199.0,1633.0,1643.0,1739.0,2431.0,,,
영업이익,-312.0,-131.0,5.0,-533.0,38.0,,,
영업이익(발표기준),-312.0,-131.0,5.0,-533.0,38.0,,,
세전계속사업이익,-510.0,-355.0,-239.0,-843.0,14.0,,,
당기순이익,-513.0,-357.0,-241.0,-843.0,14.0,,,
당기순이익(지배),-513.0,-357.0,-241.0,-843.0,14.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3517.0,3397.0,3231.0,3080.0,3374.0,,,
부채총계,2594.0,2680.0,2733.0,2197.0,2280.0,,,
자본총계,923.0,718.0,498.0,883.0,1094.0,,,
자본총계(지배),923.0,718.0,498.0,883.0,1094.0,,,
자본총계(비지배),,,,,,,,
자본금,334.0,370.0,370.0,1144.0,1279.0,,,
영업활동현금흐름,-11.0,-46.0,156.0,-31.0,206.0,,,
투자활동현금흐름,309.0,-14.0,-5.0,-427.0,-235.0,,,
재무활동현금흐름,-437.0,14.0,-106.0,519.0,-35.0,,,
CAPEX,21.0,17.0,11.0,430.0,240.0,,,
FCF,-32.0,-63.0,145.0,-461.0,-33.0,,,
이자발생부채,2236.0,2257.0,2331.0,1742.0,1466.0,,,
영업이익률,-26.05,-8.02,0.31,-30.62,1.55,,,
순이익률,-42.78,-21.85,-14.64,-48.47,0.56,,,
ROE(%),-43.44,-43.51,-39.56,-122.07,1.38,,,
ROA(%),-13.26,-10.32,-7.26,-26.71,0.42,,,
부채비율,281.21,373.45,548.5,248.93,208.33,,,
자본유보율,173.24,89.49,26.1,-27.9,-18.32,,,
EPS(원),-7685.0,-5011.0,-3251.0,-6538.0,55.0,,,
PER(배),-1.99,-2.12,-4.22,-0.72,148.55,,,
BPS(원),13825.0,9699.0,6735.0,3857.0,4280.0,,,
PBR(배),1.11,1.1,2.04,1.23,1.92,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),6672872.0,7398358.0,7398358.0,22889719.0,25570308.0,,,
