주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3942.0,4128.0,4344.0,4675.0,5029.0,,,
영업이익,259.0,132.0,215.0,245.0,217.0,,,
영업이익(발표기준),259.0,181.0,217.0,245.0,217.0,,,
세전계속사업이익,34.0,-30.0,21.0,71.0,-13.0,,,
당기순이익,23.0,-24.0,20.0,-109.0,-7.0,,,
당기순이익(지배),23.0,-24.0,20.0,-109.0,-7.0,,,
당기순이익(비지배),,,,,,,,
자산총계,5894.0,5892.0,6135.0,6511.0,6309.0,,,
부채총계,3886.0,3692.0,3881.0,3748.0,3601.0,,,
자본총계,2007.0,2200.0,2254.0,2763.0,2708.0,,,
자본총계(지배),2007.0,2200.0,2254.0,2763.0,2708.0,,,
자본총계(비지배),,,,,,,,
자본금,350.0,415.0,452.0,501.0,512.0,,,
영업활동현금흐름,187.0,73.0,-42.0,67.0,334.0,,,
투자활동현금흐름,-102.0,108.0,-73.0,-88.0,-99.0,,,
재무활동현금흐름,-100.0,-141.0,147.0,338.0,-279.0,,,
CAPEX,43.0,69.0,56.0,81.0,73.0,,,
FCF,144.0,4.0,-97.0,-14.0,262.0,,,
이자발생부채,3139.0,2775.0,2905.0,2512.0,2340.0,,,
영업이익률,6.57,3.21,4.96,5.25,4.32,,,
순이익률,0.58,-0.57,0.45,-2.34,-0.15,,,
ROE(%),1.25,-1.12,0.88,-4.36,-0.27,,,
ROA(%),0.38,-0.4,0.33,-1.73,-0.12,,,
부채비율,193.6,167.81,172.17,135.63,132.99,,,
자본유보율,445.43,407.31,377.71,432.17,410.94,,,
EPS(원),143.0,-130.0,100.0,-538.0,-34.0,,,
PER(배),98.44,-101.71,352.4,-95.99,-1314.9,,,
BPS(원),11925.0,11637.0,11428.0,12835.0,12571.0,,,
PBR(배),1.18,1.13,3.07,4.03,3.6,,,
현금DPS(원),104.0,109.0,137.0,240.0,270.0,,,
현금배당수익률,0.74,0.83,0.39,0.46,0.6,,,
현금배당성향(%),77.04,-115.04,138.33,-47.51,-784.01,,,
발행주식수(보통주),16614072.0,17275903.0,19499115.0,19499115.0,19533922.0,,,
