주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,10106.0,10294.0,10130.0,10761.0,10282.0,,,
영업이익,638.0,371.0,528.0,597.0,382.0,,,
영업이익(발표기준),638.0,371.0,528.0,597.0,382.0,,,
세전계속사업이익,532.0,238.0,376.0,572.0,297.0,,,
당기순이익,378.0,184.0,263.0,461.0,262.0,,,
당기순이익(지배),315.0,124.0,189.0,384.0,218.0,,,
당기순이익(비지배),63.0,60.0,74.0,78.0,45.0,,,
자산총계,11682.0,11484.0,11575.0,12884.0,11664.0,,,
부채총계,6820.0,6578.0,6471.0,7342.0,6076.0,,,
자본총계,4862.0,4906.0,5104.0,5542.0,5587.0,,,
자본총계(지배),4142.0,4152.0,4194.0,4491.0,4572.0,,,
자본총계(비지배),720.0,754.0,910.0,1051.0,1016.0,,,
자본금,310.0,310.0,310.0,310.0,310.0,,,
영업활동현금흐름,506.0,423.0,968.0,906.0,933.0,,,
투자활동현금흐름,-1449.0,-526.0,-413.0,-875.0,-331.0,,,
재무활동현금흐름,1021.0,100.0,-488.0,200.0,-817.0,,,
CAPEX,1477.0,871.0,637.0,884.0,479.0,,,
FCF,-971.0,-448.0,331.0,22.0,455.0,,,
이자발생부채,3673.0,3896.0,3470.0,3818.0,3023.0,,,
영업이익률,6.31,3.6,5.21,5.55,3.71,,,
순이익률,3.74,1.79,2.59,4.29,2.55,,,
ROE(%),7.89,2.99,4.52,8.84,4.8,,,
ROA(%),3.5,1.59,2.28,3.77,2.14,,,
부채비율,140.28,134.07,126.79,132.49,108.75,,,
자본유보율,1233.35,1230.75,1248.84,1350.26,1404.45,,,
EPS(원),508.0,200.0,305.0,619.0,351.0,,,
PER(배),14.67,29.96,15.89,7.24,10.66,,,
BPS(원),6680.0,6698.0,6764.0,7243.0,7374.0,,,
PBR(배),1.12,0.9,0.72,0.62,0.51,,,
현금DPS(원),120.0,120.0,125.0,125.0,115.0,,,
현금배당수익률,1.61,2.0,2.58,2.79,3.07,,,
현금배당성향(%),23.6,59.92,41.04,20.2,32.77,,,
발행주식수(보통주),62000000.0,62000000.0,62000000.0,62000000.0,62000000.0,,,
