주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,51894.0,54549.0,55581.0,57037.0,55857.0,59175.0,63508.0,67859.0
영업이익,3635.0,3703.0,3596.0,4225.0,4684.0,4643.0,5262.0,5821.0
영업이익(발표기준),3635.0,3703.0,3596.0,4225.0,4684.0,,,
세전계속사업이익,3967.0,3709.0,3457.0,4157.0,4215.0,4510.0,5119.0,5689.0
당기순이익,3121.0,2904.0,2434.0,3038.0,2984.0,3303.0,3789.0,4202.0
당기순이익(지배),2964.0,2754.0,2305.0,2921.0,2886.0,3211.0,3656.0,4072.0
당기순이익(비지배),157.0,151.0,129.0,116.0,98.0,,,
자산총계,29539.0,32400.0,34594.0,38597.0,41196.0,46377.0,49441.0,52679.0
부채총계,14130.0,15700.0,16599.0,19748.0,20881.0,23931.0,24987.0,25959.0
자본총계,15409.0,16700.0,17994.0,18849.0,20314.0,22447.0,24455.0,26718.0
자본총계(지배),14941.0,16185.0,17447.0,18276.0,19787.0,21619.0,23583.0,25829.0
자본총계(비지배),468.0,515.0,547.0,573.0,528.0,,,
자본금,534.0,534.0,534.0,534.0,534.0,532.0,532.0,532.0
영업활동현금흐름,4180.0,3468.0,4475.0,3892.0,5667.0,5056.0,6135.0,6868.0
투자활동현금흐름,-5535.0,-2820.0,-2559.0,-4519.0,-3465.0,-5102.0,-4780.0,-4124.0
재무활동현금흐름,1008.0,-440.0,-1118.0,483.0,-562.0,-766.0,-1251.0,-1764.0
CAPEX,1927.0,2694.0,2269.0,2497.0,3221.0,4116.0,3659.0,3058.0
FCF,2253.0,775.0,2206.0,1394.0,2445.0,449.0,2288.0,3525.0
이자발생부채,3095.0,4014.0,4011.0,6462.0,7569.0,,,
영업이익률,7.0,6.79,6.47,7.41,8.39,7.85,8.29,8.58
순이익률,6.01,5.33,4.38,5.33,5.34,5.58,5.97,6.19
ROE(%),20.51,17.7,13.71,16.36,15.16,15.51,16.17,16.48
ROA(%),12.03,9.38,7.27,8.3,7.48,7.54,7.91,8.23
부채비율,91.7,94.01,92.25,104.77,102.79,106.61,102.18,97.16
자본유보율,2846.19,3136.05,3384.36,3584.71,3843.05,,,
EPS(원),555.0,516.0,432.0,547.0,541.0,602.0,685.0,763.0
PER(배),13.96,18.76,24.04,18.82,25.71,19.95,17.52,15.73
BPS(원),2799.0,3032.0,3268.0,3424.0,3707.0,4050.0,4418.0,4839.0
PBR(배),2.77,3.19,3.18,3.01,3.75,2.96,2.72,2.48
현금DPS(원),194.0,194.0,194.0,225.0,305.0,321.0,344.0,376.0
현금배당수익률,2.5,2.0,1.87,2.18,2.19,2.67,2.87,3.13
현금배당성향(%),34.94,37.6,44.93,41.11,56.42,0.53,0.5,0.49
발행주식수(보통주),533800000.0,533800000.0,533800000.0,533800000.0,533800000.0,,,
