주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1342.0,1150.0,1018.0,888.0,1019.0,,,
영업이익,46.0,75.0,45.0,39.0,33.0,,,
영업이익(발표기준),46.0,75.0,45.0,39.0,33.0,,,
세전계속사업이익,42.0,68.0,29.0,41.0,33.0,,,
당기순이익,40.0,60.0,13.0,29.0,29.0,,,
당기순이익(지배),39.0,57.0,11.0,27.0,29.0,,,
당기순이익(비지배),1.0,3.0,2.0,2.0,,,,
자산총계,1360.0,1334.0,1192.0,1086.0,1105.0,,,
부채총계,529.0,438.0,301.0,173.0,181.0,,,
자본총계,831.0,896.0,892.0,913.0,924.0,,,
자본총계(지배),810.0,871.0,876.0,913.0,924.0,,,
자본총계(비지배),22.0,25.0,15.0,,,,,
자본금,252.0,252.0,252.0,270.0,270.0,,,
영업활동현금흐름,14.0,49.0,164.0,128.0,66.0,,,
투자활동현금흐름,-14.0,10.0,-22.0,-38.0,9.0,,,
재무활동현금흐름,-19.0,-39.0,-137.0,-120.0,-21.0,,,
CAPEX,16.0,12.0,28.0,18.0,16.0,,,
FCF,-2.0,37.0,135.0,110.0,50.0,,,
이자발생부채,304.0,284.0,161.0,41.0,24.0,,,
영업이익률,3.43,6.52,4.45,4.4,3.24,,,
순이익률,2.95,5.19,1.26,3.27,2.84,,,
ROE(%),4.89,6.76,1.23,2.98,3.15,,,
ROA(%),2.96,4.43,1.02,2.55,2.64,,,
부채비율,63.58,48.92,33.74,18.99,19.54,,,
자본유보율,220.22,242.72,243.32,236.75,244.7,,,
EPS(원),77.0,113.0,21.0,51.0,54.0,,,
PER(배),16.26,13.45,128.13,39.26,26.3,,,
BPS(원),1605.0,1726.0,1737.0,1774.0,1796.0,,,
PBR(배),0.78,0.88,1.58,1.14,0.78,,,
현금DPS(원),0.0,15.0,0.0,10.0,,,,
현금배당수익률,0.0,0.99,0.0,0.5,,,,
현금배당성향(%),0.0,13.31,0.0,19.31,0.0,,,
발행주식수(보통주),50450590.0,50450590.0,50450590.0,53985163.0,53985163.0,,,
