주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2229.0,2453.0,2504.0,2384.0,2622.0,3067.0,3477.0,3791.0
영업이익,13.0,60.0,142.0,179.0,196.0,227.0,254.0,276.0
영업이익(발표기준),13.0,60.0,142.0,179.0,196.0,,,
세전계속사업이익,-15.0,14.0,105.0,215.0,236.0,236.0,249.0,272.0
당기순이익,-31.0,18.0,90.0,177.0,175.0,175.0,185.0,202.0
당기순이익(지배),-31.0,18.0,89.0,176.0,175.0,207.0,232.0,202.0
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
자산총계,2196.0,2143.0,2086.0,3083.0,3538.0,3747.0,3904.0,4088.0
부채총계,1310.0,1237.0,1111.0,1335.0,1593.0,1673.0,1691.0,1718.0
자본총계,885.0,905.0,975.0,1748.0,1945.0,2074.0,2214.0,2370.0
자본총계(지배),885.0,905.0,974.0,1747.0,1944.0,2073.0,2212.0,2368.0
자본총계(비지배),0.0,1.0,1.0,2.0,2.0,,,
자본금,290.0,290.0,290.0,380.0,380.0,380.0,380.0,380.0
영업활동현금흐름,-63.0,206.0,242.0,382.0,429.0,181.0,328.0,334.0
투자활동현금흐름,-61.0,-102.0,-64.0,-712.0,-583.0,-127.0,-128.0,-129.0
재무활동현금흐름,120.0,-119.0,-170.0,439.0,136.0,-96.0,-46.0,-46.0
CAPEX,64.0,87.0,54.0,263.0,480.0,98.0,80.0,80.0
FCF,-126.0,118.0,188.0,119.0,-51.0,,,
이자발생부채,951.0,867.0,745.0,577.0,766.0,,,
영업이익률,0.57,2.44,5.67,7.52,7.48,7.4,7.31,7.28
순이익률,-1.41,0.75,3.59,7.42,6.68,5.71,5.32,5.33
ROE(%),-3.46,2.0,9.53,12.97,9.48,10.31,10.83,8.82
ROA(%),-1.47,0.85,4.25,6.84,5.29,4.8,4.84,5.05
부채비율,148.02,136.66,113.93,76.35,81.89,80.67,76.38,72.49
자본유보율,205.15,211.89,235.76,367.58,402.38,,,
EPS(원),-104.0,59.0,295.0,514.0,460.0,545.0,611.0,532.0
PER(배),-38.09,77.58,23.49,12.76,17.03,12.7,11.33,13.02
BPS(원),2916.0,2981.0,3209.0,4596.0,5114.0,5455.0,5821.0,6232.0
PBR(배),1.35,1.54,2.16,1.43,1.53,1.27,1.19,1.11
현금DPS(원),0.0,48.0,72.0,100.0,120.0,120.0,120.0,120.0
현금배당수익률,0.0,1.04,1.03,1.52,1.53,1.73,1.73,1.73
현금배당성향(%),0.0,80.9,24.31,21.54,26.06,0.22,0.2,0.23
발행주식수(보통주),30346104.0,30346104.0,30346104.0,38000000.0,38000000.0,,,
