주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,3534.0,3413.0,3503.0,4007.0,4007.0,,,
영업이익,136.0,139.0,171.0,242.0,208.0,,,
영업이익(발표기준),136.0,139.0,171.0,242.0,208.0,,,
세전계속사업이익,117.0,118.0,182.0,265.0,283.0,,,
당기순이익,97.0,176.0,149.0,204.0,217.0,,,
당기순이익(지배),97.0,176.0,149.0,204.0,217.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2376.0,2403.0,2861.0,2834.0,2846.0,,,
부채총계,1667.0,1529.0,1830.0,1608.0,1368.0,,,
자본총계,708.0,875.0,1031.0,1226.0,1478.0,,,
자본총계(지배),708.0,875.0,1031.0,1226.0,1478.0,,,
자본총계(비지배),,,,,,,,
자본금,552.0,552.0,552.0,552.0,552.0,,,
영업활동현금흐름,158.0,136.0,-143.0,413.0,303.0,,,
투자활동현금흐름,-39.0,-40.0,-44.0,-156.0,-143.0,,,
재무활동현금흐름,-125.0,-81.0,259.0,-338.0,-129.0,,,
CAPEX,41.0,64.0,39.0,48.0,35.0,,,
FCF,116.0,72.0,-182.0,365.0,268.0,,,
이자발생부채,810.0,734.0,995.0,666.0,530.0,,,
영업이익률,3.85,4.08,4.88,6.03,5.18,,,
순이익률,2.73,5.16,4.25,5.09,5.43,,,
ROE(%),14.61,22.24,15.62,18.08,16.08,,,
ROA(%),4.07,7.37,5.65,7.16,7.66,,,
부채비율,235.43,174.75,177.59,131.23,92.58,,,
자본유보율,24.66,54.11,80.55,113.79,159.23,,,
EPS(원),87.0,159.0,135.0,185.0,197.0,,,
PER(배),7.11,7.66,9.17,6.45,5.03,,,
BPS(원),641.0,792.0,933.0,1109.0,1338.0,,,
PBR(배),0.97,1.54,1.32,1.07,0.74,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),110179090.0,110179090.0,110179090.0,110179090.0,110179090.0,,,
