주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2408.0,2311.0,2425.0,2576.0,2391.0,2192.0,2614.0,2885.0
영업이익,263.0,233.0,255.0,269.0,49.0,24.0,150.0,240.0
영업이익(발표기준),263.0,233.0,255.0,269.0,49.0,,,
세전계속사업이익,224.0,257.0,304.0,245.0,29.0,19.0,168.0,260.0
당기순이익,148.0,197.0,227.0,165.0,7.0,11.0,132.0,202.0
당기순이익(지배),148.0,197.0,227.0,165.0,7.0,10.0,131.0,202.0
당기순이익(비지배),,,,,,,,
자산총계,2969.0,3433.0,3474.0,3895.0,3664.0,3670.0,3974.0,4210.0
부채총계,629.0,611.0,655.0,734.0,561.0,605.0,820.0,906.0
자본총계,2340.0,2822.0,2819.0,3160.0,3103.0,3068.0,3156.0,3306.0
자본총계(지배),2340.0,2822.0,2819.0,3160.0,3103.0,3068.0,3156.0,3306.0
자본총계(비지배),,,,,,,,
자본금,188.0,205.0,205.0,220.0,220.0,220.0,220.0,220.0
영업활동현금흐름,650.0,188.0,19.0,600.0,-154.0,123.0,286.0,263.0
투자활동현금흐름,-112.0,-729.0,432.0,-267.0,130.0,-228.0,-114.0,-142.0
재무활동현금흐름,-204.0,313.0,-219.0,168.0,-53.0,-27.0,-17.0,-46.0
CAPEX,53.0,135.0,69.0,125.0,104.0,64.0,64.0,59.0
FCF,597.0,53.0,-50.0,475.0,-259.0,125.0,97.0,178.0
이자발생부채,96.0,117.0,146.0,136.0,136.0,,,
영업이익률,10.91,10.06,10.53,10.44,2.04,1.09,5.74,8.3
순이익률,6.16,8.54,9.36,6.39,0.31,0.51,5.05,6.98
ROE(%),6.51,7.65,8.04,5.51,0.24,0.32,4.21,6.24
ROA(%),5.05,6.17,6.57,4.47,0.2,0.31,3.45,4.92
부채비율,26.87,21.63,23.25,23.24,18.08,19.72,26.0,27.39
자본유보율,1226.55,1277.87,1361.91,1415.26,1395.07,,,
EPS(원),394.0,515.0,553.0,379.0,17.0,23.0,298.0,458.0
PER(배),20.85,11.27,11.76,15.95,316.65,279.15,21.31,13.85
BPS(원),6603.0,6884.0,7397.0,7704.0,7565.0,7479.0,7693.0,8060.0
PBR(배),1.24,0.84,0.88,0.79,0.71,0.85,0.83,0.79
현금DPS(원),100.0,120.0,130.0,130.0,100.0,88.0,105.0,120.0
현금배당수익률,1.22,2.07,2.0,2.15,1.87,1.38,1.65,1.89
현금배당성향(%),23.9,24.93,21.83,32.38,551.27,3.85,0.35,0.26
발행주식수(보통주),37593814.0,40996887.0,40996887.0,43960757.0,43960757.0,,,
