주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1813.0,1742.0,1769.0,1945.0,2009.0,,,
영업이익,58.0,67.0,76.0,142.0,175.0,,,
영업이익(발표기준),58.0,67.0,76.0,142.0,175.0,,,
세전계속사업이익,-116.0,30.0,43.0,150.0,148.0,,,
당기순이익,-116.0,23.0,34.0,161.0,118.0,,,
당기순이익(지배),-116.0,23.0,34.0,161.0,118.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1584.0,1460.0,1448.0,1526.0,1509.0,,,
부채총계,1213.0,1066.0,1021.0,939.0,807.0,,,
자본총계,371.0,393.0,426.0,587.0,702.0,,,
자본총계(지배),371.0,393.0,426.0,587.0,702.0,,,
자본총계(비지배),,,,,,,,
자본금,298.0,298.0,298.0,298.0,298.0,,,
영업활동현금흐름,117.0,171.0,-27.0,321.0,183.0,,,
투자활동현금흐름,-45.0,-91.0,-50.0,-59.0,-85.0,,,
재무활동현금흐름,-28.0,-80.0,65.0,-95.0,-104.0,,,
CAPEX,24.0,71.0,28.0,37.0,82.0,,,
FCF,92.0,100.0,-56.0,283.0,101.0,,,
이자발생부채,662.0,583.0,649.0,558.0,453.0,,,
영업이익률,3.18,3.86,4.32,7.3,8.71,,,
순이익률,-6.38,1.35,1.92,8.3,5.88,,,
ROE(%),-26.97,6.14,8.28,31.84,18.34,,,
ROA(%),-7.43,1.54,2.34,10.85,7.79,,,
부채비율,326.82,271.08,239.48,159.95,114.88,,,
자본유보율,24.63,31.8,42.82,96.69,135.37,,,
EPS(원),-194.0,39.0,57.0,270.0,198.0,,,
PER(배),-3.12,16.92,23.28,4.23,5.1,,,
BPS(원),622.0,659.0,715.0,984.0,1177.0,,,
PBR(배),0.97,1.01,1.85,1.16,0.86,,,
현금DPS(원),0.0,0.0,0.0,0.0,20.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,1.98,,,
현금배당성향(%),0.0,0.0,0.0,0.0,10.09,,,
발행주식수(보통주),59667486.0,59667486.0,59667486.0,59667486.0,59667486.0,,,
