주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,853.0,826.0,800.0,854.0,741.0,,,
영업이익,50.0,50.0,70.0,104.0,50.0,,,
영업이익(발표기준),50.0,50.0,70.0,104.0,50.0,,,
세전계속사업이익,111.0,72.0,78.0,141.0,72.0,,,
당기순이익,86.0,53.0,51.0,104.0,55.0,,,
당기순이익(지배),76.0,42.0,29.0,70.0,37.0,,,
당기순이익(비지배),11.0,11.0,23.0,34.0,18.0,,,
자산총계,1269.0,1290.0,1333.0,1415.0,1475.0,,,
부채총계,351.0,322.0,313.0,328.0,342.0,,,
자본총계,918.0,968.0,1021.0,1087.0,1133.0,,,
자본총계(지배),743.0,783.0,813.0,862.0,892.0,,,
자본총계(비지배),174.0,185.0,207.0,226.0,241.0,,,
자본금,110.0,110.0,110.0,110.0,110.0,,,
영업활동현금흐름,32.0,67.0,-3.0,43.0,12.0,,,
투자활동현금흐름,8.0,-43.0,36.0,57.0,-100.0,,,
재무활동현금흐름,-15.0,-55.0,-17.0,-25.0,5.0,,,
CAPEX,3.0,10.0,11.0,28.0,41.0,,,
FCF,30.0,57.0,-14.0,16.0,-30.0,,,
이자발생부채,203.0,155.0,155.0,146.0,158.0,,,
영업이익률,5.9,6.08,8.81,12.18,6.72,,,
순이익률,10.1,6.41,6.43,12.23,7.44,,,
ROE(%),,5.53,3.59,8.41,4.23,,,
ROA(%),,4.14,3.92,7.6,3.82,,,
부채비율,38.29,33.2,30.63,30.14,30.23,,,
자본유보율,582.41,613.05,633.23,692.72,717.77,,,
EPS(원),3436.0,1917.0,1302.0,3203.0,1685.0,,,
PER(배),4.12,9.26,16.2,7.13,13.74,,,
BPS(원),37937.0,39971.0,41513.0,43985.0,45515.0,,,
PBR(배),0.37,0.44,0.51,0.52,0.51,,,
현금DPS(원),500.0,350.0,250.0,500.0,250.0,,,
현금배당수익률,3.53,1.97,1.18,2.19,1.08,,,
현금배당성향(%),12.96,16.26,17.1,13.9,13.21,,,
발행주식수(보통주),2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,,,
