주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1450.0,1082.0,1115.0,1286.0,1443.0,,,
영업이익,-38.0,-198.0,-196.0,20.0,-21.0,,,
영업이익(발표기준),-38.0,-198.0,-196.0,20.0,-21.0,,,
세전계속사업이익,-84.0,-186.0,-138.0,14.0,2.0,,,
당기순이익,-82.0,-186.0,-143.0,12.0,8.0,,,
당기순이익(지배),-80.0,-184.0,-142.0,13.0,9.0,,,
당기순이익(비지배),-2.0,-2.0,-1.0,-2.0,-1.0,,,
자산총계,1964.0,1735.0,1457.0,1468.0,1535.0,,,
부채총계,1151.0,1147.0,1047.0,1054.0,1094.0,,,
자본총계,813.0,588.0,410.0,413.0,441.0,,,
자본총계(지배),817.0,594.0,410.0,414.0,443.0,,,
자본총계(비지배),-5.0,-7.0,,-1.0,-2.0,,,
자본금,175.0,175.0,175.0,175.0,175.0,,,
영업활동현금흐름,-13.0,-160.0,-118.0,71.0,6.0,,,
투자활동현금흐름,122.0,172.0,141.0,-25.0,-67.0,,,
재무활동현금흐름,-348.0,-44.0,-37.0,-20.0,34.0,,,
CAPEX,29.0,74.0,4.0,4.0,99.0,,,
FCF,-43.0,-233.0,-123.0,68.0,-93.0,,,
이자발생부채,117.0,110.0,89.0,70.0,105.0,,,
영업이익률,-2.61,-18.27,-17.59,1.59,-1.42,,,
순이익률,-5.69,-17.21,-12.83,0.9,0.56,,,
ROE(%),-9.2,-26.11,-28.36,3.26,2.16,,,
ROA(%),-4.35,-10.07,-8.96,0.79,0.53,,,
부채비율,141.64,195.16,255.34,255.09,247.98,,,
자본유보율,396.82,279.19,186.23,193.14,198.8,,,
EPS(원),-229.0,-527.0,-407.0,38.0,26.0,,,
PER(배),-3.52,-1.44,-1.94,24.37,31.03,,,
BPS(원),2683.0,2146.0,1480.0,1494.0,1599.0,,,
PBR(배),0.3,0.35,0.53,0.63,0.51,,,
현금DPS(원),50.0,50.0,0.0,0.0,,,,
현금배당수익률,6.21,6.57,0.0,0.0,,,,
현금배당성향(%),-19.03,-7.52,0.0,0.0,0.0,,,
발행주식수(보통주),34958700.0,34958700.0,34958700.0,34958700.0,34958700.0,,,
