주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,125792.0,121771.0,124585.0,119291.0,125464.0,,,
영업이익,4859.0,6003.0,9502.0,10163.0,7708.0,,,
영업이익(발표기준),4859.0,6003.0,9502.0,10163.0,7708.0,,,
세전계속사업이익,2566.0,4687.0,5973.0,6965.0,3828.0,,,
당기순이익,-2362.0,2920.0,5259.0,4754.0,3408.0,,,
당기순이익(지배),-2292.0,2692.0,4927.0,4555.0,3256.0,,,
당기순이익(비지배),-71.0,228.0,332.0,199.0,153.0,,,
자산총계,135934.0,136621.0,140132.0,141208.0,145350.0,,,
부채총계,109193.0,107668.0,105411.0,102796.0,106717.0,,,
자본총계,26741.0,28953.0,34721.0,38412.0,38633.0,,,
자본총계(지배),25988.0,27920.0,32583.0,36192.0,36535.0,,,
자본총계(비지배),752.0,1032.0,2139.0,2220.0,2098.0,,,
자본금,1756.0,1756.0,1756.0,1756.0,1756.0,,,
영업활동현금흐름,5450.0,9068.0,13341.0,18129.0,6846.0,,,
투자활동현금흐름,-5589.0,-4695.0,-7072.0,-9083.0,-9702.0,,,
재무활동현금흐름,216.0,-3798.0,-6565.0,-9991.0,3686.0,,,
CAPEX,6400.0,7768.0,7022.0,9033.0,7043.0,,,
FCF,-950.0,1300.0,6318.0,9097.0,-196.0,,,
이자발생부채,82208.0,79216.0,77783.0,70426.0,72621.0,,,
영업이익률,3.86,4.93,7.63,8.52,6.14,,,
순이익률,-1.88,2.4,4.22,3.98,2.72,,,
ROE(%),-8.29,9.99,16.29,13.25,8.95,,,
ROA(%),-1.73,2.14,3.8,3.38,2.38,,,
부채비율,408.34,371.88,303.59,267.61,276.23,,,
자본유보율,1423.01,1541.33,1773.46,1947.87,2044.54,,,
EPS(원),-6526.0,7667.0,14030.0,12972.0,9271.0,,,
PER(배),,,,,,,,
BPS(원),78117.0,83924.0,97938.0,108788.0,109819.0,,,
PBR(배),0.9,0.82,1.2,1.34,1.27,,,
현금DPS(원),1000.0,2000.0,3500.0,5000.0,5000.0,,,
현금배당수익률,1.2,2.47,2.52,2.91,3.03,,,
현금배당성향(%),-14.52,24.71,23.63,36.52,51.09,,,
발행주식수(보통주),35117455.0,35117455.0,35117455.0,35117455.0,35117455.0,,,
