주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,128613.0,139220.0,146712.0,153406.0,163583.0,165535.0,174904.0,182665.0
영업이익,6369.0,6446.0,6980.0,7288.0,7271.0,6974.0,7522.0,7990.0
영업이익(발표기준),6369.0,6446.0,6980.0,7288.0,7271.0,,,
세전계속사업이익,7024.0,7114.0,5926.0,7039.0,8893.0,6361.0,7453.0,7984.0
당기순이익,4813.0,5362.0,3768.0,5057.0,6805.0,4469.0,5429.0,5920.0
당기순이익(지배),4813.0,5362.0,3770.0,5056.0,6805.0,4468.0,5427.0,5919.0
당기순이익(비지배),0.0,,-2.0,1.0,0.0,,,
자산총계,50692.0,61962.0,74785.0,79675.0,81857.0,86718.0,92061.0,97513.0
부채총계,27354.0,34251.0,43817.0,44900.0,41961.0,43954.0,45040.0,45760.0
자본총계,23338.0,27711.0,30968.0,34774.0,39895.0,42764.0,47022.0,51753.0
자본총계(지배),23338.0,27711.0,30966.0,34772.0,39893.0,42730.0,46962.0,51669.0
자본총계(비지배),0.0,0.0,1.0,3.0,2.0,,,
자본금,188.0,188.0,188.0,188.0,188.0,189.0,189.0,189.0
영업활동현금흐름,4073.0,3696.0,7831.0,6063.0,6065.0,5020.0,6152.0,7268.0
투자활동현금흐름,-6426.0,-4812.0,-8478.0,-5175.0,-3449.0,-4809.0,-4533.0,-5279.0
재무활동현금흐름,2382.0,1506.0,-37.0,-1852.0,-2977.0,110.0,-1005.0,-1405.0
CAPEX,6260.0,4522.0,3959.0,3891.0,3675.0,3779.0,4198.0,5024.0
FCF,-2187.0,-826.0,3872.0,2172.0,2391.0,1181.0,2318.0,2608.0
이자발생부채,13805.0,16435.0,18527.0,18780.0,16064.0,,,
영업이익률,4.95,4.63,4.76,4.75,4.45,4.21,4.3,4.37
순이익률,3.74,3.85,2.57,3.3,4.16,2.7,3.1,3.24
ROE(%),22.63,21.01,12.85,15.38,18.23,10.82,12.1,12.0
ROA(%),10.32,9.52,5.51,6.55,8.43,5.3,6.07,6.25
부채비율,117.2,123.6,141.49,129.12,105.18,102.78,95.78,88.42
자본유보율,11834.24,14348.78,15948.88,18053.23,21105.97,,,
EPS(원),12834.0,14300.0,10052.0,13483.0,18147.0,11916.0,14472.0,15783.0
PER(배),18.0,20.39,19.2,11.46,7.49,10.15,8.36,7.67
BPS(원),62236.0,73895.0,82577.0,92725.0,106381.0,113946.0,125231.0,137784.0
PBR(배),3.71,3.94,2.34,1.67,1.28,1.06,0.97,0.88
현금DPS(원),1500.0,2000.0,3000.0,3000.0,3000.0,3000.0,3054.0,3085.0
현금배당수익률,0.65,0.69,1.55,1.94,2.21,2.48,2.52,2.55
현금배당성향(%),11.69,13.99,29.84,22.25,16.53,0.25,0.21,0.2
발행주식수(보통주),37500000.0,37500000.0,37500000.0,37500000.0,37500000.0,,,
