주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,120727.0,113722.0,132245.0,119667.0,128272.0,110921.0,114667.0,120206.0
영업이익,983.0,1720.0,817.0,1741.0,2123.0,2355.0,2552.0,2772.0
영업이익(발표기준),983.0,1720.0,817.0,1741.0,2123.0,,,
세전계속사업이익,745.0,126.0,-2152.0,1332.0,1779.0,2415.0,2518.0,2808.0
당기순이익,441.0,-138.0,-2171.0,848.0,882.0,345.0,1676.0,1864.0
당기순이익(지배),482.0,-132.0,-2354.0,581.0,602.0,22.0,1287.0,1416.0
당기순이익(비지배),-41.0,-6.0,183.0,266.0,280.0,,,
자산총계,48770.0,48968.0,53835.0,51773.0,49676.0,48775.0,51466.0,53778.0
부채총계,32635.0,33316.0,38402.0,35319.0,33821.0,32473.0,33616.0,34200.0
자본총계,16135.0,15652.0,15433.0,16454.0,15855.0,16303.0,17852.0,19578.0
자본총계(지배),14758.0,14267.0,11993.0,12489.0,11944.0,12187.0,13466.0,14876.0
자본총계(비지배),1377.0,1385.0,3440.0,3965.0,3911.0,,,
자본금,1938.0,1938.0,1938.0,1938.0,1938.0,1939.0,1939.0,1939.0
영업활동현금흐름,-1735.0,3484.0,2977.0,2303.0,1806.0,1330.0,1922.0,2362.0
투자활동현금흐름,-2352.0,-230.0,-2776.0,-2180.0,-102.0,-905.0,-1209.0,-811.0
재무활동현금흐름,2393.0,-2370.0,276.0,-2377.0,-669.0,116.0,-39.0,-562.0
CAPEX,91.0,88.0,331.0,779.0,744.0,802.0,972.0,623.0
FCF,-1826.0,3395.0,2646.0,1524.0,1063.0,304.0,906.0,1638.0
이자발생부채,17303.0,15571.0,17577.0,15280.0,14066.0,,,
영업이익률,0.81,1.51,0.62,1.46,1.65,2.12,2.23,2.31
순이익률,0.37,-0.12,-1.64,0.71,0.69,0.31,1.46,1.55
ROE(%),3.27,-0.91,-17.93,4.75,4.93,0.19,10.03,9.99
ROA(%),0.9,-0.28,-4.22,1.6,1.74,0.7,3.35,3.54
부채비율,202.26,212.85,248.82,214.66,213.32,199.19,188.3,174.69
자본유보율,633.08,620.8,494.98,521.82,547.95,,,
EPS(원),1242.0,-340.0,-6074.0,1500.0,1553.0,58.0,3319.0,3653.0
PER(배),23.14,-84.32,-5.56,19.5,17.48,366.93,6.42,5.83
BPS(원),38176.0,36905.0,31023.0,32305.0,30895.0,31524.0,34834.0,38480.0
PBR(배),0.75,0.78,1.09,0.91,0.88,0.68,0.61,0.55
현금DPS(원),300.0,300.0,200.0,250.0,250.0,256.0,281.0,306.0
현금배당수익률,1.04,1.05,0.59,0.85,0.92,1.2,1.32,1.44
현금배당성향(%),24.08,-87.91,-3.28,16.62,16.05,4.41,0.08,0.08
발행주식수(보통주),38760000.0,38760000.0,38760000.0,38760000.0,38760000.0,,,
