주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,872.0,995.0,982.0,696.0,666.0,,,
영업이익,-27.0,-43.0,-90.0,-42.0,-58.0,,,
영업이익(발표기준),-34.0,-43.0,-100.0,-42.0,-58.0,,,
세전계속사업이익,-29.0,-116.0,-265.0,-100.0,-75.0,,,
당기순이익,-35.0,-128.0,-277.0,-108.0,-73.0,,,
당기순이익(지배),-35.0,-128.0,-249.0,-108.0,-73.0,,,
당기순이익(비지배),,0.0,-28.0,,,,,
자산총계,124.0,120.0,284.0,131.0,173.0,,,
부채총계,13.0,26.0,223.0,73.0,99.0,,,
자본총계,111.0,93.0,61.0,58.0,74.0,,,
자본총계(지배),111.0,94.0,59.0,58.0,74.0,,,
자본총계(비지배),,-1.0,2.0,,,,,
자본금,209.0,103.0,145.0,17.0,22.0,,,
영업활동현금흐름,-50.0,-16.0,-103.0,-29.0,-53.0,,,
투자활동현금흐름,-18.0,-74.0,-354.0,74.0,-63.0,,,
재무활동현금흐름,14.0,108.0,456.0,-54.0,63.0,,,
CAPEX,1.0,1.0,2.0,0.0,8.0,,,
FCF,-51.0,-17.0,-105.0,-29.0,-61.0,,,
이자발생부채,3.0,7.0,177.0,65.0,74.0,,,
영업이익률,-3.14,-4.27,-9.14,-6.05,-8.76,,,
순이익률,-3.98,-12.87,-28.16,-15.56,-10.98,,,
ROE(%),-29.95,-125.06,-324.52,-184.11,-110.56,,,
ROA(%),-26.6,-105.11,-136.81,-52.1,-48.02,,,
부채비율,11.78,28.33,363.61,125.56,133.9,,,
자본유보율,-43.16,-0.45,-72.95,44.14,269.46,,,
EPS(원),-2535.0,-6879.0,-9063.0,-3599.0,-1807.0,,,
PER(배),-5.87,-3.88,-4.79,-3.14,-3.59,,,
BPS(원),7947.0,4558.0,2052.0,1678.0,1703.0,,,
PBR(배),1.87,5.86,21.15,6.73,3.81,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),1393339.0,2062551.0,2897664.0,3464110.0,4348233.0,,,
