주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,996.0,1127.0,1132.0,1297.0,1621.0,,,
영업이익,56.0,72.0,66.0,115.0,141.0,,,
영업이익(발표기준),56.0,72.0,66.0,115.0,141.0,,,
세전계속사업이익,67.0,70.0,83.0,101.0,140.0,,,
당기순이익,46.0,53.0,66.0,81.0,113.0,,,
당기순이익(지배),46.0,53.0,66.0,81.0,113.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1180.0,1306.0,1490.0,1635.0,1685.0,,,
부채총계,206.0,289.0,422.0,503.0,481.0,,,
자본총계,975.0,1017.0,1068.0,1132.0,1204.0,,,
자본총계(지배),975.0,1017.0,1068.0,1132.0,1204.0,,,
자본총계(비지배),,,,,,,,
자본금,30.0,30.0,30.0,30.0,30.0,,,
영업활동현금흐름,155.0,-9.0,36.0,71.0,90.0,,,
투자활동현금흐름,7.0,-20.0,36.0,-90.0,-122.0,,,
재무활동현금흐름,-153.0,42.0,78.0,49.0,-97.0,,,
CAPEX,5.0,31.0,31.0,97.0,127.0,,,
FCF,150.0,-39.0,5.0,-26.0,-37.0,,,
이자발생부채,128.0,185.0,289.0,367.0,308.0,,,
영업이익률,5.63,6.35,5.82,8.89,8.68,,,
순이익률,4.61,4.68,5.87,6.26,6.97,,,
ROE(%),4.79,5.3,6.37,7.38,9.68,,,
ROA(%),3.76,4.24,4.75,5.2,6.81,,,
부채비율,21.11,28.46,39.55,44.44,39.94,,,
자본유보율,3148.82,3288.58,3458.92,3672.23,3913.04,,,
EPS(원),7657.0,8792.0,11063.0,13533.0,18830.0,,,
PER(배),12.07,11.37,14.82,13.52,15.29,,,
BPS(원),162441.0,169429.0,177946.0,188612.0,200652.0,,,
PBR(배),0.57,0.59,0.92,0.97,1.44,,,
현금DPS(원),1500.0,2500.0,2500.0,5000.0,6000.0,,,
현금배당수익률,1.62,2.5,1.52,2.73,2.08,,,
현금배당성향(%),19.59,28.43,22.6,36.95,31.86,,,
발행주식수(보통주),600000.0,600000.0,600000.0,600000.0,600000.0,,,
