주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4605.0,4754.0,4824.0,4770.0,4692.0,,,
영업이익,147.0,124.0,131.0,156.0,100.0,,,
영업이익(발표기준),147.0,124.0,131.0,156.0,100.0,,,
세전계속사업이익,36.0,87.0,89.0,108.0,-78.0,,,
당기순이익,15.0,67.0,40.0,96.0,-42.0,,,
당기순이익(지배),15.0,67.0,39.0,96.0,-41.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,-1.0,,,
자산총계,3645.0,3644.0,3701.0,3731.0,3771.0,,,
부채총계,2721.0,2651.0,2695.0,2652.0,2732.0,,,
자본총계,924.0,993.0,1007.0,1078.0,1038.0,,,
자본총계(지배),918.0,987.0,1000.0,1072.0,1032.0,,,
자본총계(비지배),6.0,6.0,6.0,6.0,6.0,,,
자본금,200.0,200.0,200.0,200.0,200.0,,,
영업활동현금흐름,266.0,75.0,140.0,181.0,162.0,,,
투자활동현금흐름,-131.0,-149.0,-191.0,-122.0,-224.0,,,
재무활동현금흐름,-180.0,91.0,68.0,-23.0,109.0,,,
CAPEX,125.0,142.0,195.0,123.0,183.0,,,
FCF,141.0,-67.0,-55.0,58.0,-20.0,,,
이자발생부채,1486.0,1412.0,1486.0,1468.0,1570.0,,,
영업이익률,3.18,2.61,2.72,3.28,2.13,,,
순이익률,0.32,1.41,0.82,2.01,-0.89,,,
ROE(%),1.62,7.03,3.93,9.3,-3.89,,,
ROA(%),0.39,1.84,1.08,2.59,-1.11,,,
부채비율,294.53,266.88,267.74,245.95,263.19,,,
자본유보율,353.73,397.52,407.77,450.98,440.35,,,
EPS(원),37.0,167.0,98.0,241.0,-102.0,,,
PER(배),18.94,5.82,17.21,9.51,-16.63,,,
BPS(원),2361.0,2539.0,2572.0,2757.0,2598.0,,,
PBR(배),0.3,0.38,0.65,0.83,0.65,,,
현금DPS(원),15.0,15.0,15.0,20.0,5.0,,,
현금배당수익률,2.14,1.54,0.89,0.87,0.29,,,
현금배당성향(%),40.58,8.96,15.36,8.24,-5.26,,,
발행주식수(보통주),36700000.0,36700000.0,36700000.0,36700000.0,36700000.0,,,
