주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1213.0,1266.0,1186.0,1143.0,1506.0,,,
영업이익,121.0,104.0,95.0,141.0,156.0,,,
영업이익(발표기준),121.0,104.0,95.0,141.0,156.0,,,
세전계속사업이익,96.0,75.0,94.0,126.0,129.0,,,
당기순이익,74.0,53.0,71.0,102.0,110.0,,,
당기순이익(지배),74.0,53.0,71.0,102.0,110.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1540.0,1692.0,1766.0,2073.0,2513.0,,,
부채총계,851.0,966.0,982.0,1204.0,1532.0,,,
자본총계,688.0,725.0,784.0,869.0,981.0,,,
자본총계(지배),688.0,725.0,784.0,869.0,981.0,,,
자본총계(비지배),,,,,,,,
자본금,142.0,142.0,142.0,142.0,142.0,,,
영업활동현금흐름,226.0,204.0,305.0,254.0,243.0,,,
투자활동현금흐름,-208.0,-219.0,-313.0,-412.0,-465.0,,,
재무활동현금흐름,-18.0,15.0,9.0,163.0,226.0,,,
CAPEX,210.0,224.0,315.0,451.0,468.0,,,
FCF,16.0,-19.0,-10.0,-197.0,-225.0,,,
이자발생부채,678.0,758.0,779.0,981.0,1231.0,,,
영업이익률,9.95,8.25,8.0,12.37,10.34,,,
순이익률,6.14,4.19,5.99,8.94,7.29,,,
ROE(%),11.31,7.5,9.41,12.37,11.87,,,
ROA(%),5.03,3.28,4.11,5.33,4.79,,,
부채비율,123.69,133.19,125.35,138.63,156.13,,,
자본유보율,334.9,362.19,402.71,464.64,542.61,,,
EPS(원),262.0,186.0,250.0,360.0,386.0,,,
PER(배),7.08,12.5,10.59,8.72,7.59,,,
BPS(원),2422.0,2552.0,2757.0,3055.0,3452.0,,,
PBR(배),0.77,0.91,0.96,1.03,0.85,,,
현금DPS(원),50.0,50.0,50.0,50.0,50.0,,,
현금배당수익률,2.7,2.15,1.89,1.59,1.71,,,
현금배당성향(%),19.08,26.82,20.02,13.9,12.95,,,
발행주식수(보통주),28426850.0,28426850.0,28426850.0,28426850.0,28426850.0,,,
