주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,974.0,823.0,769.0,1038.0,1007.0,,,
영업이익,62.0,16.0,5.0,34.0,18.0,,,
영업이익(발표기준),62.0,16.0,5.0,34.0,18.0,,,
세전계속사업이익,56.0,11.0,7.0,34.0,15.0,,,
당기순이익,44.0,8.0,5.0,29.0,5.0,,,
당기순이익(지배),44.0,8.0,5.0,29.0,5.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1030.0,979.0,973.0,1082.0,1054.0,,,
부채총계,403.0,353.0,338.0,423.0,401.0,,,
자본총계,627.0,627.0,635.0,659.0,653.0,,,
자본총계(지배),627.0,627.0,635.0,659.0,653.0,,,
자본총계(비지배),,,,,,,,
자본금,85.0,85.0,85.0,85.0,85.0,,,
영업활동현금흐름,4.0,39.0,57.0,33.0,48.0,,,
투자활동현금흐름,-50.0,-24.0,-30.0,-69.0,-59.0,,,
재무활동현금흐름,26.0,-33.0,-34.0,54.0,6.0,,,
CAPEX,33.0,22.0,16.0,56.0,66.0,,,
FCF,-28.0,17.0,41.0,-24.0,-18.0,,,
이자발생부채,252.0,226.0,198.0,255.0,268.0,,,
영업이익률,6.33,1.98,0.71,3.25,1.76,,,
순이익률,4.5,0.92,0.68,2.83,0.52,,,
ROE(%),7.23,1.21,0.83,4.55,0.8,,,
ROA(%),4.32,0.76,0.53,2.86,0.49,,,
부채비율,64.16,56.28,53.2,64.24,61.37,,,
자본유보율,686.69,686.63,686.77,718.47,718.3,,,
EPS(원),257.0,45.0,31.0,172.0,31.0,,,
PER(배),11.18,54.6,285.94,37.14,120.26,,,
BPS(원),4052.0,4048.0,4101.0,4256.0,4221.0,,,
PBR(배),0.71,0.6,2.13,1.5,0.87,,,
현금DPS(원),45.0,45.0,20.0,45.0,20.0,,,
현금배당수익률,1.57,1.85,0.23,0.7,0.54,,,
현금배당성향(%),16.05,92.6,60.6,23.92,60.52,,,
발행주식수(보통주),15680000.0,15680000.0,15680000.0,15680000.0,15680000.0,,,
