주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,5633.0,4332.0,2803.0,2472.0,3463.0,,,
영업이익,1.0,16.0,-197.0,-49.0,85.0,,,
영업이익(발표기준),1.0,16.0,-197.0,-49.0,85.0,,,
세전계속사업이익,-105.0,-107.0,-603.0,78.0,112.0,,,
당기순이익,-110.0,-202.0,-547.0,41.0,116.0,,,
당기순이익(지배),-110.0,-202.0,-547.0,41.0,116.0,,,
당기순이익(비지배),,,,,,,,
자산총계,5329.0,5007.0,3803.0,3556.0,3441.0,,,
부채총계,4258.0,4122.0,3412.0,2968.0,2823.0,,,
자본총계,1071.0,885.0,391.0,589.0,618.0,,,
자본총계(지배),1071.0,885.0,391.0,589.0,618.0,,,
자본총계(비지배),,,,,,,,
자본금,50.0,50.0,50.0,90.0,90.0,,,
영업활동현금흐름,495.0,-555.0,742.0,69.0,8.0,,,
투자활동현금흐름,-27.0,-47.0,-9.0,35.0,106.0,,,
재무활동현금흐름,-473.0,610.0,-623.0,-3.0,-288.0,,,
CAPEX,25.0,107.0,29.0,5.0,8.0,,,
FCF,469.0,-662.0,713.0,64.0,0.0,,,
이자발생부채,2737.0,3360.0,2754.0,255.0,518.0,,,
영업이익률,0.01,0.37,-7.01,-1.98,2.46,,,
순이익률,-1.96,-4.66,-19.52,1.64,3.35,,,
ROE(%),-9.72,-20.63,-85.8,8.3,19.22,,,
ROA(%),-2.03,-3.91,-12.42,1.1,3.31,,,
부채비율,397.47,465.83,873.61,504.27,456.78,,,
자본유보율,1955.23,1557.4,515.47,468.82,585.92,,,
EPS(원),-3451.0,-6305.0,-17094.0,517.0,643.0,,,
PER(배),-1.02,-0.43,-0.07,5.39,3.29,,,
BPS(원),33466.0,27645.0,12201.0,3266.0,3430.0,,,
PBR(배),0.1,0.1,0.1,0.85,0.62,,,
현금DPS(원),94.0,78.0,0.0,0.0,,,,
현금배당수익률,2.67,2.9,0.0,0.0,,,,
현금배당성향(%),-2.72,-1.24,0.0,0.0,,,,
발행주식수(보통주),3201004.0,3201004.0,3201004.0,18020878.0,18020878.0,,,
