주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1009.0,957.0,890.0,576.0,474.0,,,
영업이익,-201.0,-97.0,-58.0,-77.0,-70.0,,,
영업이익(발표기준),-201.0,-113.0,-58.0,-57.0,-70.0,,,
세전계속사업이익,-341.0,-125.0,-124.0,-182.0,-198.0,,,
당기순이익,-340.0,-146.0,-162.0,-161.0,-57.0,,,
당기순이익(지배),-342.0,-146.0,-162.0,-163.0,-59.0,,,
당기순이익(비지배),2.0,0.0,0.0,2.0,2.0,,,
자산총계,1193.0,968.0,747.0,792.0,640.0,,,
부채총계,679.0,602.0,481.0,449.0,403.0,,,
자본총계,514.0,366.0,266.0,344.0,237.0,,,
자본총계(지배),512.0,364.0,265.0,299.0,236.0,,,
자본총계(비지배),2.0,2.0,1.0,45.0,1.0,,,
자본금,305.0,305.0,364.0,419.0,419.0,,,
영업활동현금흐름,-17.0,-63.0,13.0,-22.0,-54.0,,,
투자활동현금흐름,-293.0,25.0,57.0,-186.0,40.0,,,
재무활동현금흐름,259.0,-37.0,-73.0,215.0,13.0,,,
CAPEX,73.0,29.0,11.0,13.0,4.0,,,
FCF,-90.0,-92.0,2.0,-35.0,-58.0,,,
이자발생부채,495.0,462.0,341.0,328.0,326.0,,,
영업이익률,-19.96,-10.14,-6.56,-13.46,-14.79,,,
순이익률,-33.68,-15.28,-18.18,-28.01,-12.1,,,
ROE(%),-50.71,-33.34,-51.41,-57.71,-22.04,,,
ROA(%),-28.98,-13.53,-18.86,-20.95,-8.01,,,
부채비율,132.17,164.69,180.42,130.64,170.02,,,
자본유보율,89.89,42.06,-7.91,-11.99,-26.17,,,
EPS(원),-5599.0,-2392.0,-2616.0,-2040.0,-704.0,,,
PER(배),-0.68,-1.29,-2.35,-2.33,-4.45,,,
BPS(원),9207.0,6547.0,3942.0,3818.0,3012.0,,,
PBR(배),0.41,0.47,1.56,1.24,1.04,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),6106308.0,6106308.0,7270242.0,8376352.0,8376352.0,,,
