주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,66909.0,60685.0,52663.0,50066.0,60493.0,60566.0,63290.0,65412.0
영업이익,811.0,-204.0,1694.0,2566.0,2413.0,1724.0,2262.0,2578.0
영업이익(발표기준),811.0,-204.0,1936.0,2566.0,2413.0,,,
세전계속사업이익,-1055.0,-3562.0,-2145.0,459.0,377.0,-1109.0,1139.0,1628.0
당기순이익,-1184.0,-2925.0,-2244.0,708.0,48.0,-1195.0,857.0,1227.0
당기순이익(지배),-1165.0,-2743.0,-2387.0,613.0,45.0,-1194.0,906.0,1226.0
당기순이익(비지배),-19.0,-182.0,143.0,95.0,2.0,,,
자산총계,91098.0,88537.0,68959.0,63247.0,60910.0,59452.0,59964.0,59348.0
부채총계,64909.0,62460.0,46500.0,40353.0,37203.0,37083.0,36692.0,34846.0
자본총계,26189.0,26078.0,22459.0,22893.0,23707.0,22369.0,23272.0,24502.0
자본총계(지배),22826.0,21965.0,20551.0,21796.0,22540.0,21542.0,22200.0,23041.0
자본총계(비지배),3364.0,4113.0,1908.0,1097.0,1166.0,,,
자본금,4212.0,5562.0,5889.0,5892.0,5892.0,5891.0,5891.0,5891.0
영업활동현금흐름,1000.0,687.0,9592.0,8883.0,902.0,1643.0,3054.0,3645.0
투자활동현금흐름,-2529.0,-3752.0,5669.0,-1012.0,-145.0,-1226.0,-533.0,-558.0
재무활동현금흐름,1219.0,483.0,-14759.0,-6795.0,-1831.0,-1045.0,-765.0,-2159.0
CAPEX,1804.0,2133.0,920.0,1123.0,596.0,501.0,525.0,558.0
FCF,-804.0,-1446.0,8673.0,7760.0,306.0,1529.0,2447.0,3083.0
이자발생부채,52133.0,51948.0,37230.0,30879.0,28632.0,,,
영업이익률,1.21,-0.34,3.22,5.13,3.99,2.85,3.57,3.94
순이익률,-1.77,-4.82,-4.26,1.41,0.08,-1.97,1.35,1.88
ROE(%),-4.88,-12.25,-11.23,2.9,0.2,-5.42,4.14,5.42
ROA(%),-1.29,-3.26,-2.85,1.07,0.08,-1.98,1.44,2.06
부채비율,247.84,239.51,207.04,176.27,156.93,165.78,157.67,142.22
자본유보율,324.36,196.76,143.68,154.23,156.1,,,
EPS(원),-1636.0,-3479.0,-2503.0,643.0,47.0,-1251.0,949.0,1285.0
PER(배),-7.26,-1.68,-2.3,17.2,231.73,-7.48,9.86,7.28
BPS(원),32610.0,25080.0,22004.0,23347.0,24141.0,22789.0,23486.0,24375.0
PBR(배),0.36,0.23,0.26,0.47,0.46,0.41,0.4,0.38
현금DPS(원),130.0,0.0,0.0,150.0,100.0,110.0,114.0,116.0
현금배당수익률,1.1,0.0,0.0,1.36,0.91,1.18,1.22,1.24
현금배당성향(%),-7.8,0.0,0.0,22.85,206.11,-0.09,0.12,0.09
발행주식수(보통주),71240481.0,88824290.0,95358542.0,95420177.0,95432737.0,,,
