주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1347.0,2392.0,3200.0,3270.0,3245.0,,,
영업이익,8.0,-6.0,6.0,5.0,-89.0,,,
영업이익(발표기준),8.0,-6.0,6.0,5.0,-89.0,,,
세전계속사업이익,11.0,-22.0,39.0,23.0,-82.0,,,
당기순이익,10.0,-22.0,29.0,17.0,-79.0,,,
당기순이익(지배),10.0,-22.0,29.0,17.0,-79.0,,,
당기순이익(비지배),1.0,,,,,,,
자산총계,682.0,1612.0,1643.0,1651.0,1783.0,,,
부채총계,498.0,1047.0,1047.0,1062.0,1101.0,,,
자본총계,184.0,565.0,596.0,588.0,682.0,,,
자본총계(지배),184.0,565.0,596.0,588.0,682.0,,,
자본총계(비지배),,,,,,,,
자본금,80.0,187.0,187.0,187.0,187.0,,,
영업활동현금흐름,67.0,149.0,81.0,178.0,46.0,,,
투자활동현금흐름,-6.0,19.0,-70.0,-172.0,-21.0,,,
재무활동현금흐름,-3.0,-238.0,4.0,-21.0,-23.0,,,
CAPEX,41.0,83.0,127.0,164.0,115.0,,,
FCF,25.0,66.0,-46.0,14.0,-69.0,,,
이자발생부채,181.0,490.0,494.0,476.0,456.0,,,
영업이익률,0.58,-0.24,0.2,0.16,-2.73,,,
순이익률,0.77,-0.94,0.9,0.52,-2.44,,,
ROE(%),5.48,-5.97,4.95,2.89,-12.48,,,
ROA(%),1.5,-1.95,1.77,1.04,-4.62,,,
부채비율,270.95,185.14,175.6,180.54,161.59,,,
자본유보율,130.34,206.54,221.85,225.34,183.26,,,
EPS(원),61.0,-74.0,77.0,46.0,-212.0,,,
PER(배),25.88,-16.87,24.79,40.66,-6.77,,,
BPS(원),1148.0,1519.0,1601.0,1580.0,1831.0,,,
PBR(배),1.37,0.82,1.19,1.18,0.78,,,
현금DPS(원),50.0,0.0,50.0,50.0,,,,
현금배당수익률,3.18,0.0,2.62,2.69,,,,
현금배당성향(%),15.43,0.0,10.82,18.18,0.0,,,
발행주식수(보통주),16000000.0,37403844.0,37403844.0,37403844.0,37403844.0,,,
