주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3051.0,3062.0,2912.0,2921.0,2902.0,2931.0,3009.0,3060.0
영업이익,578.0,568.0,454.0,492.0,493.0,520.0,545.0,594.0
영업이익(발표기준),552.0,568.0,454.0,492.0,493.0,,,
세전계속사업이익,687.0,600.0,500.0,525.0,563.0,581.0,613.0,672.0
당기순이익,547.0,466.0,382.0,456.0,435.0,436.0,455.0,498.0
당기순이익(지배),515.0,440.0,370.0,445.0,435.0,436.0,454.0,498.0
당기순이익(비지배),32.0,26.0,12.0,11.0,,,,
자산총계,6111.0,6412.0,6522.0,6911.0,7350.0,7880.0,8202.0,8572.0
부채총계,777.0,680.0,556.0,627.0,658.0,762.0,688.0,621.0
자본총계,5334.0,5732.0,5966.0,6284.0,6691.0,7146.0,7542.0,7983.0
자본총계(지배),5039.0,5410.0,5774.0,6284.0,6691.0,7146.0,7540.0,7981.0
자본총계(비지배),295.0,322.0,191.0,,,,,
자본금,539.0,539.0,539.0,564.0,564.0,562.0,562.0,562.0
영업활동현금흐름,952.0,1017.0,813.0,965.0,872.0,857.0,723.0,733.0
투자활동현금흐름,-591.0,-953.0,-452.0,-530.0,-1143.0,-569.0,-400.0,-306.0
재무활동현금흐름,-229.0,-187.0,-261.0,-139.0,-44.0,-44.0,-62.0,-64.0
CAPEX,312.0,315.0,345.0,203.0,240.0,291.0,269.0,180.0
FCF,640.0,702.0,468.0,761.0,632.0,491.0,511.0,641.0
이자발생부채,262.0,120.0,,,,,,
영업이익률,18.95,18.55,15.58,16.86,16.97,17.74,18.11,19.42
순이익률,17.94,15.22,13.12,15.61,15.0,14.89,15.11,16.29
ROE(%),10.67,8.42,6.61,7.37,6.71,6.3,6.19,6.42
ROA(%),9.16,7.44,5.91,6.79,6.11,5.73,5.66,5.94
부채비율,14.57,11.85,9.32,9.98,9.84,10.66,9.12,7.78
자본유보율,894.69,965.98,1025.19,1081.9,1153.75,,,
EPS(원),477.0,408.0,343.0,412.0,386.0,386.0,402.0,441.0
PER(배),10.86,10.87,10.15,10.04,10.24,10.59,10.16,9.27
BPS(원),4672.0,5016.0,5355.0,5569.0,6075.0,6487.0,6845.0,7245.0
PBR(배),1.11,0.88,0.65,0.74,0.65,0.63,0.6,0.56
현금DPS(원),40.0,40.0,40.0,40.0,50.0,52.0,55.0,58.0
현금배당수익률,0.77,0.9,1.15,0.97,1.27,1.28,1.34,1.41
현금배당성향(%),8.38,9.8,11.66,9.91,12.65,0.14,0.14,0.13
발행주식수(보통주),84727220.0,107892760.0,107892760.0,112876596.0,112876596.0,,,
