주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4704.0,5027.0,5094.0,5138.0,5591.0,,,
영업이익,510.0,541.0,488.0,456.0,477.0,,,
영업이익(발표기준),510.0,541.0,488.0,456.0,477.0,,,
세전계속사업이익,1604.0,1636.0,1560.0,1522.0,1576.0,,,
당기순이익,1265.0,1310.0,1250.0,1224.0,1261.0,,,
당기순이익(지배),1237.0,1275.0,1216.0,1190.0,1223.0,,,
당기순이익(비지배),28.0,35.0,34.0,33.0,37.0,,,
자산총계,11128.0,11758.0,12564.0,13270.0,13877.0,,,
부채총계,1090.0,1015.0,1163.0,1296.0,1430.0,,,
자본총계,10038.0,10743.0,11401.0,11974.0,12447.0,,,
자본총계(지배),9874.0,10559.0,11200.0,11757.0,12202.0,,,
자본총계(비지배),164.0,183.0,201.0,217.0,245.0,,,
자본금,498.0,498.0,498.0,498.0,498.0,,,
영업활동현금흐름,1079.0,947.0,1093.0,1065.0,1114.0,,,
투자활동현금흐름,-809.0,-833.0,-648.0,-437.0,-277.0,,,
재무활동현금흐름,-486.0,-561.0,-613.0,-682.0,-786.0,,,
CAPEX,84.0,41.0,102.0,43.0,26.0,,,
FCF,995.0,906.0,991.0,1021.0,1089.0,,,
이자발생부채,,,,,,,,
영업이익률,10.83,10.77,9.59,8.88,8.53,,,
순이익률,26.89,26.06,24.53,23.82,22.55,,,
ROE(%),13.04,12.48,11.18,10.37,10.21,,,
ROA(%),11.82,11.45,10.28,9.47,9.29,,,
부채비율,10.86,9.45,10.2,10.83,11.49,,,
자본유보율,1761.37,1901.79,2029.35,2135.36,2254.33,,,
EPS(원),1240.0,1279.0,1220.0,1194.0,1227.0,,,
PER(배),13.58,17.67,25.54,23.07,23.71,,,
BPS(원),9946.0,10637.0,11282.0,11843.0,12329.0,,,
PBR(배),1.69,2.12,2.76,2.33,2.36,,,
현금DPS(원),550.0,600.0,670.0,670.0,700.0,,,
현금배당수익률,3.26,2.65,2.15,2.43,2.41,,,
현금배당성향(%),44.15,46.71,54.7,55.88,56.63,,,
발행주식수(보통주),99700000.0,99700000.0,99700000.0,99700000.0,99700000.0,,,
