주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,7643.0,7506.0,6813.0,6688.0,7299.0,,,
영업이익,510.0,480.0,349.0,404.0,351.0,,,
영업이익(발표기준),510.0,480.0,349.0,404.0,351.0,,,
세전계속사업이익,444.0,412.0,259.0,314.0,313.0,,,
당기순이익,330.0,322.0,192.0,237.0,237.0,,,
당기순이익(지배),322.0,315.0,194.0,236.0,237.0,,,
당기순이익(비지배),8.0,7.0,-2.0,1.0,0.0,,,
자산총계,4862.0,5301.0,5003.0,5168.0,5273.0,,,
부채총계,2422.0,2553.0,2129.0,2110.0,2060.0,,,
자본총계,2441.0,2748.0,2874.0,3059.0,3213.0,,,
자본총계(지배),2380.0,2679.0,2792.0,2957.0,3116.0,,,
자본총계(비지배),61.0,69.0,82.0,101.0,97.0,,,
자본금,428.0,428.0,428.0,428.0,428.0,,,
영업활동현금흐름,549.0,320.0,701.0,630.0,29.0,,,
투자활동현금흐름,-119.0,-441.0,-205.0,-227.0,-104.0,,,
재무활동현금흐름,-447.0,102.0,-431.0,-239.0,-73.0,,,
CAPEX,122.0,430.0,235.0,230.0,103.0,,,
FCF,427.0,-110.0,465.0,400.0,-74.0,,,
이자발생부채,1602.0,1761.0,1412.0,1211.0,1157.0,,,
영업이익률,6.67,6.4,5.12,6.04,4.8,,,
순이익률,4.32,4.29,2.82,3.54,3.25,,,
ROE(%),14.35,12.46,7.08,8.21,7.81,,,
ROA(%),6.8,6.33,3.73,4.65,4.54,,,
부채비율,99.22,92.92,74.09,68.98,64.13,,,
자본유보율,465.95,526.11,554.34,595.88,637.37,,,
EPS(원),3760.0,3676.0,2260.0,2755.0,2766.0,,,
PER(배),7.45,6.61,8.36,8.17,7.27,,,
BPS(원),27768.0,31481.0,33120.0,35105.0,36995.0,,,
PBR(배),1.01,0.77,0.57,0.64,0.54,,,
현금DPS(원),750.0,800.0,700.0,750.0,750.0,,,
현금배당수익률,2.68,3.29,3.7,3.33,3.73,,,
현금배당성향(%),19.41,21.61,30.47,26.76,26.65,,,
발행주식수(보통주),8570000.0,8570000.0,8570000.0,8570000.0,8570000.0,,,
