주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,36581.0,37362.0,36679.0,30601.0,32951.0,35671.0,37475.0,38889.0
영업이익,525.0,273.0,891.0,615.0,611.0,821.0,843.0,846.0
영업이익(발표기준),525.0,275.0,891.0,606.0,611.0,,,
세전계속사업이익,533.0,172.0,408.0,385.0,221.0,672.0,653.0,682.0
당기순이익,403.0,116.0,372.0,201.0,51.0,502.0,500.0,521.0
당기순이익(지배),444.0,165.0,371.0,345.0,132.0,502.0,497.0,516.0
당기순이익(비지배),-41.0,-49.0,1.0,-145.0,-81.0,,,
자산총계,27477.0,36598.0,35435.0,36902.0,37043.0,38094.0,39461.0,39883.0
부채총계,15524.0,23416.0,21945.0,23272.0,23484.0,23868.0,24597.0,24554.0
자본총계,11952.0,13182.0,13491.0,13630.0,13558.0,13954.0,14344.0,14753.0
자본총계(지배),11822.0,11788.0,12104.0,12388.0,12396.0,12773.0,13116.0,13476.0
자본총계(비지배),131.0,1394.0,1387.0,1242.0,1162.0,,,
자본금,203.0,203.0,203.0,203.0,203.0,202.0,202.0,202.0
영업활동현금흐름,-1343.0,-614.0,1940.0,3299.0,1003.0,1986.0,1560.0,1596.0
투자활동현금흐름,-1190.0,-1877.0,-2666.0,-1944.0,-107.0,-3240.0,-2019.0,-1501.0
재무활동현금흐름,2362.0,1098.0,403.0,-651.0,-461.0,539.0,754.0,-216.0
CAPEX,864.0,2285.0,1293.0,679.0,1343.0,1052.0,1121.0,1128.0
FCF,-2207.0,-2899.0,647.0,2620.0,-340.0,993.0,447.0,467.0
이자발생부채,5649.0,11834.0,12347.0,11976.0,11468.0,,,
영업이익률,1.44,0.73,2.43,2.01,1.86,2.3,2.25,2.18
순이익률,1.1,0.31,1.01,0.66,0.16,1.41,1.33,1.34
ROE(%),3.81,1.4,3.11,2.82,1.07,3.99,3.84,3.88
ROA(%),1.46,0.36,1.03,0.55,0.14,1.34,1.29,1.31
부채비율,129.89,177.64,162.67,170.74,173.21,171.05,171.48,166.44
자본유보율,5990.08,5972.4,6101.89,6241.31,6257.78,,,
EPS(원),10949.0,4069.0,9150.0,8519.0,3259.0,12376.0,12253.0,12719.0
PER(배),11.6,34.16,11.2,11.92,34.67,8.52,8.61,8.29
BPS(원),331753.0,330810.0,339663.0,347648.0,347883.0,358449.0,368089.0,378178.0
PBR(배),0.38,0.42,0.3,0.29,0.32,0.29,0.29,0.28
현금DPS(원),3000.0,2000.0,2500.0,2500.0,3000.0,3000.0,3000.0,3000.0
현금배당수익률,2.36,1.44,2.44,2.46,2.65,2.84,2.84,2.84
현금배당성향(%),24.08,43.19,24.01,25.79,80.89,0.24,0.24,0.24
발행주식수(보통주),4055025.0,4055025.0,4055025.0,4055025.0,4055025.0,,,
