주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,27833.0,38408.0,46780.0,42657.0,43423.0,33100.0,33533.0,34123.0
영업이익,2537.0,3003.0,4079.0,3219.0,4503.0,3363.0,3896.0,4044.0
영업이익(발표기준),2537.0,3003.0,4079.0,3219.0,4503.0,,,
세전계속사업이익,2518.0,2918.0,3960.0,3151.0,4522.0,4775.0,5160.0,5359.0
당기순이익,1878.0,2235.0,3048.0,2407.0,3402.0,3512.0,3788.0,3956.0
당기순이익(지배),1878.0,2235.0,3048.0,2407.0,3402.0,3512.0,3788.0,3956.0
당기순이익(비지배),,,,,,,,
자산총계,238929.0,255648.0,295556.0,306687.0,314554.0,325030.0,339276.0,354135.0
부채총계,217054.0,227386.0,252948.0,265213.0,277868.0,288195.0,300296.0,312986.0
자본총계,21875.0,28262.0,42608.0,41474.0,36686.0,36834.0,38979.0,41149.0
자본총계(지배),21875.0,28262.0,42608.0,41474.0,36686.0,36834.0,38979.0,41149.0
자본총계(비지배),,,,,,,,
자본금,820.0,820.0,820.0,820.0,820.0,820.0,820.0,820.0
영업활동현금흐름,11524.0,13104.0,23240.0,14929.0,14373.0,,,
투자활동현금흐름,-9097.0,-13368.0,-23081.0,-13413.0,-12164.0,,,
재무활동현금흐름,-1396.0,,-1005.0,-1825.0,-2244.0,,,
CAPEX,20.0,87.0,49.0,41.0,49.0,,,
FCF,,,,,,,,
이자발생부채,0.0,0.0,0.0,0.0,0.0,,,
영업이익률,9.12,7.82,8.72,7.55,10.37,10.16,11.62,11.85
순이익률,6.75,5.82,6.51,5.64,7.84,10.61,11.29,11.59
ROE(%),7.96,8.91,8.6,5.73,8.71,9.55,9.99,9.87
ROA(%),0.8,0.9,1.11,0.8,1.09,1.1,1.14,1.14
부채비율,992.27,804.57,593.66,639.47,757.43,782.41,770.4,760.61
자본유보율,2567.63,3346.55,5096.14,4957.82,4373.85,,,
EPS(원),2290.0,2725.0,3717.0,2936.0,4149.0,4283.0,4619.0,4824.0
PER(배),,,,,12.87,8.13,7.53,7.21
BPS(원),26676.0,34465.0,51961.0,50578.0,44738.0,44920.0,47536.0,50182.0
PBR(배),0.0,0.0,0.0,0.0,1.19,0.77,0.73,0.69
현금DPS(원),0.0,1226.0,2226.0,2037.0,2400.0,2669.0,2802.0,2962.0
현금배당수익률,,,,,4.49,7.67,8.05,8.51
현금배당성향(%),0.0,44.97,59.88,69.38,57.84,0.62,0.61,0.61
발행주식수(보통주),82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,,,
